agent_a,agent_b,seed,a_side,outcome,reward_a,reward_b,status_a,status_b,seconds
exit_v2_exit_producer256_a100_last,exit_v2_exit_embed256_last,20025,1,a,1,-1,DONE,DONE,499,109.7
exit_v2_exit_producer256_a100_last,exit_v2_exit_embed256_last,20024,0,a,1,-1,DONE,DONE,499,143.6
exit_v2_exit_producer256_a100_last,v5,20003,1,b,-1,1,DONE,DONE,89,25.0
exit_v2_exit_producer256_a100_last,v5,20005,1,b,-1,1,DONE,DONE,62,15.7
exit_v2_exit_producer256_a100_last,v5,20000,0,b,-1,1,DONE,DONE,138,42.0
exit_v2_exit_producer256_a100_last,v5,20004,0,b,-1,1,DONE,DONE,104,28.8
exit_v2_exit_producer256_a100_last,exit_v2_exit_embed256_last,20026,0,a,1,-1,DONE,DONE,499,117.6
exit_v2_exit_producer256_a100_last,v5,20001,1,b,-1,1,DONE,DONE,108,33.0
exit_v2_exit_producer256_a100_last,v5,20006,0,b,-1,1,DONE,DONE,101,25.6
exit_v2_exit_producer256_a100_last,v5,20008,0,b,-1,1,DONE,DONE,88,24.0
exit_v2_exit_producer256_a100_last,v5,20007,1,b,-1,1,DONE,DONE,111,35.8
exit_v2_exit_producer256_a100_last,v5,20009,1,b,-1,1,DONE,DONE,119,33.9
exit_v2_exit_producer256_a100_last,v5,20011,1,b,-1,1,DONE,DONE,98,26.8
exit_v2_exit_producer256_a100_last,v5,20013,1,b,-1,1,DONE,DONE,94,19.1
exit_v2_exit_producer256_a100_last,v5,20014,0,b,-1,1,DONE,DONE,117,20.0
exit_v2_exit_producer256_a100_last,v5,20010,0,b,-1,1,DONE,DONE,201,44.4
exit_v2_exit_producer256_a100_last,v5,20002,0,a,1,-1,DONE,DONE,499,113.0
exit_v2_exit_producer256_a100_last,v5,20016,0,b,-1,1,DONE,DONE,114,12.1
exit_v2_exit_producer256_a100_last,v5,20015,1,b,-1,1,DONE,DONE,123,18.1
exit_v2_exit_producer256_a100_last,v5,20018,0,b,-1,1,DONE,DONE,95,13.6
exit_v2_exit_producer256_a100_last,v5,20012,0,b,-1,1,DONE,DONE,130,24.6
exit_v2_exit_producer256_a100_last,v5,20021,1,b,-1,1,DONE,DONE,96,14.5
exit_v2_exit_producer256_a100_last,v5,20017,1,b,-1,1,DONE,DONE,135,12.1
exit_v2_exit_producer256_a100_last,v5,20023,1,b,-1,1,DONE,DONE,148,11.1
exit_v2_exit_producer256_a100_last,v5,20019,1,b,-1,1,DONE,DONE,119,11.6
exit_v2_exit_producer256_a100_last,v5,20025,1,b,-1,1,DONE,DONE,144,26.1
exit_v2_exit_producer256_a100_last,v5,20026,0,b,-1,1,DONE,DONE,100,22.9
exit_v2_exit_producer256_a100_last,v5,20020,0,b,-1,1,DONE,DONE,99,26.6
exit_v2_exit_producer256_a100_last,v5,20027,1,b,-1,1,DONE,DONE,97,31.4
exit_v2_exit_producer256_a100_last,v5,20022,0,b,-1,1,DONE,DONE,96,28.3
exit_v2_exit_producer256_a100_last,v5,20029,1,b,-1,1,DONE,DONE,100,23.7
exit_v2_exit_producer256_a100_last,v5,20024,0,b,-1,1,DONE,DONE,107,30.6
exit_v2_exit_producer256_a100_last,producer,20000,0,b,-1,1,DONE,DONE,74,19.9
exit_v2_exit_producer256_a100_last,v5,20028,0,b,-1,1,DONE,DONE,125,32.2
exit_v2_exit_producer256_a100_last,producer,20001,1,b,-1,1,DONE,DONE,89,31.0
exit_v2_exit_producer256_a100_last,producer,20003,1,b,-1,1,DONE,DONE,117,31.4
exit_v2_exit_producer256_a100_last,producer,20002,0,b,-1,1,DONE,DONE,143,37.1
exit_v2_exit_producer256_a100_last,producer,20004,0,b,-1,1,DONE,DONE,143,35.8
exit_v2_exit_producer256_a100_last,producer,20006,0,b,-1,1,DONE,DONE,138,36.7
exit_v2_exit_producer256_a100_last,producer,20007,1,b,-1,1,DONE,DONE,93,38.3
exit_v2_exit_producer256_a100_last,producer,20009,1,b,-1,1,DONE,DONE,93,26.0
exit_v2_exit_producer256_a100_last,producer,20008,0,b,-1,1,DONE,DONE,102,27.3
exit_v2_exit_producer256_a100_last,producer,20010,0,b,-1,1,DONE,DONE,117,31.6
exit_v2_exit_producer256_a100_last,producer,20005,1,b,-1,1,DONE,DONE,119,37.4
exit_v2_exit_producer256_a100_last,producer,20012,0,b,-1,1,DONE,DONE,101,26.2
exit_v2_exit_producer256_a100_last,producer,20013,1,b,-1,1,DONE,DONE,139,35.7
exit_v2_exit_producer256_a100_last,producer,20015,1,b,-1,1,DONE,DONE,110,41.2
exit_v2_exit_producer256_a100_last,producer,20011,1,b,-1,1,DONE,DONE,119,32.9
exit_v2_exit_producer256_a100_last,producer,20014,0,b,-1,1,DONE,DONE,87,26.5
exit_v2_exit_producer256_a100_last,producer,20020,0,b,-1,1,DONE,DONE,101,25.9
exit_v2_exit_producer256_a100_last,producer,20016,0,b,-1,1,DONE,DONE,121,32.4
exit_v2_exit_producer256_a100_last,producer,20021,1,b,-1,1,DONE,DONE,91,30.4
exit_v2_exit_producer256_a100_last,producer,20019,1,b,-1,1,DONE,DONE,140,43.4
exit_v2_exit_producer256_a100_last,producer,20017,1,b,-1,1,DONE,DONE,114,36.9
exit_v2_exit_producer256_a100_last,producer,20018,0,b,-1,1,DONE,DONE,117,31.7
exit_v2_exit_producer256_a100_last,producer,20023,1,b,-1,1,DONE,DONE,97,26.7
exit_v2_exit_producer256_a100_last,producer,20022,0,b,-1,1,DONE,DONE,126,37.2
exit_v2_exit_producer256_a100_last,producer,20024,0,b,-1,1,DONE,DONE,89,28.5
exit_v2_exit_producer256_a100_last,producer,20025,1,b,-1,1,DONE,DONE,96,28.7
exit_v2_exit_producer256_a100_last,producer,20026,0,b,-1,1,DONE,DONE,106,29.6
exit_v2_exit_producer256_a100_last,producer,20027,1,b,-1,1,DONE,DONE,104,25.9
exit_v2_exit_producer256_a100_last,producer,20029,1,b,-1,1,DONE,DONE,123,26.2
exit_v2_exit_producer256_a100_last,ow_proto,20001,1,a,1,-1,DONE,DONE,152,18.1
exit_v2_exit_producer256_a100_last,producer,20028,0,a,1,-1,DONE,DONE,296,53.4
exit_v2_exit_producer256_a100_last,ow_proto,20003,1,a,1,-1,DONE,DONE,239,19.4
exit_v2_exit_producer256_a100_last,ow_proto,20002,0,a,1,-1,DONE,DONE,499,46.6
exit_v2_exit_producer256_a100_last,ow_proto,20000,0,a,1,-1,DONE,DONE,499,56.4
exit_v2_exit_producer256_a100_last,ow_proto,20004,0,a,1,-1,DONE,DONE,499,34.6
exit_v2_exit_producer256_a100_last,ow_proto,20008,0,b,-1,1,DONE,DONE,192,16.4
exit_v2_exit_producer256_a100_last,ow_proto,20006,0,a,1,-1,DONE,DONE,499,40.7
exit_v2_exit_producer256_a100_last,ow_proto,20007,1,a,1,-1,DONE,DONE,499,40.7
exit_v2_exit_producer256_a100_last,ow_proto,20011,1,a,1,-1,DONE,DONE,187,15.9
exit_v2_exit_producer256_a100_last,ow_proto,20009,1,a,1,-1,DONE,DONE,499,33.0
exit_v2_exit_producer256_a100_last,ow_proto,20005,1,a,1,-1,DONE,DONE,499,55.9
exit_v2_exit_producer256_a100_last,ow_proto,20013,1,a,1,-1,DONE,DONE,499,27.9
exit_v2_exit_producer256_a100_last,ow_proto,20010,0,a,1,-1,DONE,DONE,499,48.3
exit_v2_exit_producer256_a100_last,ow_proto,20017,1,a,1,-1,DONE,DONE,121,6.1
exit_v2_exit_producer256_a100_last,ow_proto,20015,1,a,1,-1,DONE,DONE,499,26.4
exit_v2_exit_producer256_a100_last,ow_proto,20012,0,a,1,-1,DONE,DONE,499,48.7
exit_v2_exit_producer256_a100_last,ow_proto,20020,0,a,1,-1,DONE,DONE,147,8.0
exit_v2_exit_producer256_a100_last,ow_proto,20014,0,a,1,-1,DONE,DONE,499,40.7
exit_v2_exit_producer256_a100_last,ow_proto,20023,1,b,-1,1,DONE,DONE,168,12.7
exit_v2_exit_producer256_a100_last,ow_proto,20016,0,a,1,-1,DONE,DONE,499,54.3
exit_v2_exit_producer256_a100_last,ow_proto,20018,0,a,1,-1,DONE,DONE,499,40.2
exit_v2_exit_producer256_a100_last,ow_proto,20022,0,a,1,-1,DONE,DONE,499,27.5
exit_v2_exit_producer256_a100_last,ow_proto,20019,1,a,1,-1,DONE,DONE,499,42.6
exit_v2_exit_producer256_a100_last,ow_proto,20021,1,a,1,-1,DONE,DONE,499,48.2
exit_v2_exit_producer256_a100_last,ow_proto,20024,0,a,1,-1,DONE,DONE,499,30.6
exit_v2_exit_producer256_a100_last,ow_proto,20027,1,b,-1,1,DONE,DONE,166,17.2
exit_v2_exit_producer256_a100_last,ow_proto,20026,0,b,-1,1,DONE,DONE,250,32.0
exit_v2_exit_producer256_a100_last,ow_proto,20025,1,a,1,-1,DONE,DONE,499,36.9
exit_v2_exit_producer256_a100_last,ow_proto,20028,0,a,1,-1,DONE,DONE,499,38.2
exit_v2_exit_producer256_a100_last,enders_1000,20002,0,b,-1,1,DONE,DONE,161,12.6
exit_v2_exit_producer256_a100_last,enders_1000,20001,1,a,1,-1,DONE,DONE,499,23.1
exit_v2_exit_producer256_a100_last,enders_1000,20000,0,a,1,-1,DONE,DONE,499,24.4
exit_v2_exit_producer256_a100_last,enders_1000,20006,0,a,1,-1,DONE,DONE,283,13.7
exit_v2_exit_producer256_a100_last,enders_1000,20003,1,a,1,-1,DONE,DONE,499,40.3
exit_v2_exit_producer256_a100_last,enders_1000,20005,1,a,1,-1,DONE,DONE,131,10.5
exit_v2_exit_producer256_a100_last,enders_1000,20008,0,b,-1,1,DONE,DONE,247,12.8
exit_v2_exit_producer256_a100_last,enders_1000,20007,1,a,1,-1,DONE,DONE,499,23.4
exit_v2_exit_producer256_a100_last,ow_proto,20029,1,a,1,-1,DONE,DONE,499,49.4
exit_v2_exit_producer256_a100_last,enders_1000,20012,0,a,1,-1,DONE,DONE,115,6.1
exit_v2_exit_producer256_a100_last,enders_1000,20011,1,a,1,-1,DONE,DONE,116,10.1
exit_v2_exit_producer256_a100_last,enders_1000,20004,0,a,1,-1,DONE,DONE,499,42.6
exit_v2_exit_producer256_a100_last,enders_1000,20013,1,a,1,-1,DONE,DONE,499,24.9
exit_v2_exit_producer256_a100_last,enders_1000,20014,0,a,1,-1,DONE,DONE,499,24.3
exit_v2_exit_producer256_a100_last,enders_1000,20009,1,a,1,-1,DONE,DONE,499,42.8
exit_v2_exit_producer256_a100_last,enders_1000,20010,0,a,1,-1,DONE,DONE,499,39.6
exit_v2_exit_producer256_a100_last,enders_1000,20017,1,a,1,-1,DONE,DONE,499,25.3
exit_v2_exit_producer256_a100_last,enders_1000,20018,0,a,1,-1,DONE,DONE,499,22.7
exit_v2_exit_producer256_a100_last,enders_1000,20021,1,a,1,-1,DONE,DONE,141,6.6
exit_v2_exit_producer256_a100_last,enders_1000,20019,1,a,1,-1,DONE,DONE,116,10.2
exit_v2_exit_producer256_a100_last,enders_1000,20016,0,a,1,-1,DONE,DONE,499,41.5
exit_v2_exit_producer256_a100_last,enders_1000,20015,1,a,1,-1,DONE,DONE,499,43.3
exit_v2_exit_producer256_a100_last,enders_1000,20023,1,a,1,-1,DONE,DONE,109,8.4
exit_v2_exit_producer256_a100_last,enders_1000,20025,1,b,-1,1,DONE,DONE,146,11.3
exit_v2_exit_producer256_a100_last,enders_1000,20027,1,a,1,-1,DONE,DONE,111,8.7
exit_v2_exit_producer256_a100_last,enders_1000,20022,0,a,1,-1,DONE,DONE,499,25.5
exit_v2_exit_producer256_a100_last,enders_1000,20028,0,b,-1,1,DONE,DONE,192,15.2
exit_v2_exit_producer256_a100_last,enders_1000,20020,0,a,1,-1,DONE,DONE,499,43.1
exit_v2_exit_producer256_a100_last,enders_1000,20026,0,a,1,-1,DONE,DONE,499,34.0
exit_v2_exit_producer256_a100_last,enders_1000,20024,0,a,1,-1,DONE,DONE,499,35.1
exit_v2_exit_embed256_last,v5,20000,0,b,-1,1,DONE,DONE,143,15.9
exit_v2_exit_embed256_last,v5,20001,1,b,-1,1,DONE,DONE,107,19.4
exit_v2_exit_producer256_a100_last,enders_1000,20029,1,a,1,-1,DONE,DONE,499,38.8
exit_v2_exit_embed256_last,v5,20003,1,b,-1,1,DONE,DONE,235,27.1
exit_v2_exit_embed256_last,v5,20005,1,b,-1,1,DONE,DONE,167,16.2
exit_v2_exit_embed256_last,v5,20004,0,b,-1,1,DONE,DONE,112,20.3
exit_v2_exit_embed256_last,v5,20006,0,b,-1,1,DONE,DONE,141,17.4
exit_v2_exit_embed256_last,v5,20002,0,b,-1,1,DONE,DONE,127,22.2
exit_v2_exit_embed256_last,v5,20011,1,b,-1,1,DONE,DONE,95,11.8
exit_v2_exit_embed256_last,v5,20008,0,b,-1,1,DONE,DONE,137,18.9
exit_v2_exit_embed256_last,v5,20009,1,b,-1,1,DONE,DONE,113,17.5
exit_v2_exit_embed256_last,v5,20007,1,b,-1,1,DONE,DONE,122,12.6
exit_v2_exit_embed256_last,v5,20012,0,b,-1,1,DONE,DONE,123,13.0
exit_v2_exit_embed256_last,v5,20013,1,b,-1,1,DONE,DONE,73,12.1
exit_v2_exit_embed256_last,v5,20010,0,b,-1,1,DONE,DONE,103,17.8
exit_v2_exit_embed256_last,v5,20016,0,b,-1,1,DONE,DONE,170,17.4
exit_v2_exit_embed256_last,v5,20014,0,b,-1,1,DONE,DONE,148,21.1
exit_v2_exit_embed256_last,v5,20015,1,b,-1,1,DONE,DONE,146,25.1
exit_v2_exit_embed256_last,v5,20017,1,b,-1,1,DONE,DONE,155,18.8
exit_v2_exit_embed256_last,v5,20020,0,b,-1,1,DONE,DONE,102,10.7
exit_v2_exit_embed256_last,v5,20018,0,b,-1,1,DONE,DONE,135,23.2
exit_v2_exit_embed256_last,v5,20019,1,b,-1,1,DONE,DONE,151,24.8
exit_v2_exit_embed256_last,v5,20022,0,b,-1,1,DONE,DONE,155,15.0
exit_v2_exit_embed256_last,v5,20023,1,b,-1,1,DONE,DONE,117,14.2
exit_v2_exit_embed256_last,v5,20026,0,b,-1,1,DONE,DONE,129,13.1
exit_v2_exit_embed256_last,v5,20021,1,b,-1,1,DONE,DONE,133,21.2
exit_v2_exit_embed256_last,v5,20027,1,b,-1,1,DONE,DONE,146,24.9
exit_v2_exit_embed256_last,v5,20024,0,b,-1,1,DONE,DONE,158,25.6
exit_v2_exit_embed256_last,producer,20000,0,b,-1,1,DONE,DONE,84,13.7
exit_v2_exit_embed256_last,v5,20029,1,b,-1,1,DONE,DONE,160,17.6
exit_v2_exit_embed256_last,v5,20025,1,b,-1,1,DONE,DONE,147,22.4
exit_v2_exit_embed256_last,v5,20028,0,b,-1,1,DONE,DONE,140,17.4
exit_v2_exit_embed256_last,producer,20001,1,b,-1,1,DONE,DONE,131,16.4
exit_v2_exit_embed256_last,producer,20002,0,b,-1,1,DONE,DONE,132,16.2
exit_v2_exit_embed256_last,producer,20003,1,b,-1,1,DONE,DONE,127,18.9
exit_v2_exit_embed256_last,producer,20005,1,b,-1,1,DONE,DONE,121,19.5
exit_v2_exit_embed256_last,producer,20008,0,b,-1,1,DONE,DONE,120,11.7
exit_v2_exit_embed256_last,producer,20007,1,b,-1,1,DONE,DONE,186,18.9
exit_v2_exit_embed256_last,producer,20006,0,b,-1,1,DONE,DONE,145,21.6
exit_v2_exit_embed256_last,producer,20009,1,b,-1,1,DONE,DONE,121,17.3
exit_v2_exit_embed256_last,producer,20004,0,b,-1,1,DONE,DONE,134,27.8
exit_v2_exit_embed256_last,producer,20010,0,b,-1,1,DONE,DONE,142,24.3
exit_v2_exit_embed256_last,producer,20012,0,b,-1,1,DONE,DONE,130,14.6
exit_v2_exit_embed256_last,producer,20013,1,b,-1,1,DONE,DONE,135,14.5
exit_v2_exit_embed256_last,producer,20014,0,b,-1,1,DONE,DONE,113,15.4
exit_v2_exit_embed256_last,producer,20011,1,b,-1,1,DONE,DONE,106,17.0
exit_v2_exit_embed256_last,producer,20015,1,b,-1,1,DONE,DONE,117,17.4
exit_v2_exit_embed256_last,producer,20017,1,b,-1,1,DONE,DONE,127,17.3
exit_v2_exit_embed256_last,producer,20016,0,b,-1,1,DONE,DONE,153,25.8
exit_v2_exit_embed256_last,producer,20020,0,b,-1,1,DONE,DONE,137,15.8
exit_v2_exit_embed256_last,producer,20021,1,b,-1,1,DONE,DONE,96,15.9
exit_v2_exit_embed256_last,producer,20018,0,b,-1,1,DONE,DONE,132,24.2
exit_v2_exit_embed256_last,producer,20022,0,b,-1,1,DONE,DONE,154,16.6
exit_v2_exit_embed256_last,producer,20023,1,b,-1,1,DONE,DONE,105,14.9
exit_v2_exit_embed256_last,producer,20024,0,b,-1,1,DONE,DONE,141,16.6
exit_v2_exit_embed256_last,producer,20019,1,b,-1,1,DONE,DONE,190,35.7
exit_v2_exit_embed256_last,producer,20025,1,b,-1,1,DONE,DONE,132,13.4
exit_v2_exit_embed256_last,producer,20027,1,b,-1,1,DONE,DONE,146,14.6
exit_v2_exit_embed256_last,producer,20026,0,b,-1,1,DONE,DONE,157,27.6
exit_v2_exit_embed256_last,producer,20028,0,b,-1,1,DONE,DONE,157,22.5
exit_v2_exit_embed256_last,producer,20029,1,b,-1,1,DONE,DONE,62,6.6
exit_v2_exit_embed256_last,ow_proto,20001,1,b,-1,1,DONE,DONE,132,16.0
exit_v2_exit_embed256_last,ow_proto,20003,1,b,-1,1,DONE,DONE,131,30.6
exit_v2_exit_embed256_last,ow_proto,20005,1,b,-1,1,DONE,DONE,182,24.8
exit_v2_exit_embed256_last,ow_proto,20000,0,b,-1,1,DONE,DONE,242,42.4
exit_v2_exit_embed256_last,ow_proto,20009,1,b,-1,1,DONE,DONE,191,26.5
exit_v2_exit_embed256_last,ow_proto,20004,0,b,-1,1,DONE,DONE,198,46.0
exit_v2_exit_embed256_last,ow_proto,20007,1,b,-1,1,DONE,DONE,175,35.9
exit_v2_exit_embed256_last,ow_proto,20006,0,b,-1,1,DONE,DONE,263,77.5
exit_v2_exit_embed256_last,ow_proto,20011,1,b,-1,1,DONE,DONE,196,56.6
exit_v2_exit_embed256_last,ow_proto,20014,0,b,-1,1,DONE,DONE,200,45.2
exit_v2_exit_embed256_last,ow_proto,20010,0,a,1,-1,DONE,DONE,499,139.0
exit_v2_exit_embed256_last,ow_proto,20015,1,b,-1,1,DONE,DONE,225,46.3
exit_v2_exit_embed256_last,ow_proto,20008,0,a,1,-1,DONE,DONE,499,198.5
exit_v2_exit_embed256_last,ow_proto,20013,1,a,1,-1,DONE,DONE,423,151.6
exit_v2_exit_embed256_last,ow_proto,20017,1,b,-1,1,DONE,DONE,180,26.8
exit_v2_exit_embed256_last,ow_proto,20002,0,a,1,-1,DONE,DONE,494,268.7
exit_v2_exit_embed256_last,ow_proto,20012,0,a,1,-1,DONE,DONE,488,203.9
exit_v2_exit_embed256_last,ow_proto,20020,0,b,-1,1,DONE,DONE,226,54.2
exit_v2_exit_embed256_last,ow_proto,20022,0,b,-1,1,DONE,DONE,205,42.2
exit_v2_exit_embed256_last,ow_proto,20021,1,b,-1,1,DONE,DONE,185,73.1
exit_v2_exit_embed256_last,ow_proto,20019,1,b,-1,1,DONE,DONE,247,92.9
exit_v2_exit_embed256_last,ow_proto,20023,1,b,-1,1,DONE,DONE,233,42.1
exit_v2_exit_embed256_last,ow_proto,20024,0,b,-1,1,DONE,DONE,195,38.8
exit_v2_exit_embed256_last,ow_proto,20026,0,b,-1,1,DONE,DONE,203,43.0
exit_v2_exit_embed256_last,ow_proto,20027,1,b,-1,1,DONE,DONE,165,47.2
exit_v2_exit_embed256_last,ow_proto,20029,1,b,-1,1,DONE,DONE,168,20.3
exit_v2_exit_embed256_last,enders_1000,20000,0,b,-1,1,DONE,DONE,209,15.9
exit_v2_exit_embed256_last,enders_1000,20002,0,b,-1,1,DONE,DONE,143,6.9
exit_v2_exit_embed256_last,enders_1000,20003,1,b,-1,1,DONE,DONE,120,6.0
exit_v2_exit_embed256_last,ow_proto,20025,1,a,1,-1,DONE,DONE,432,109.4
exit_v2_exit_embed256_last,enders_1000,20004,0,b,-1,1,DONE,DONE,131,8.2
exit_v2_exit_embed256_last,ow_proto,20018,0,a,1,-1,DONE,DONE,499,254.6
exit_v2_exit_embed256_last,ow_proto,20016,0,a,1,-1,DONE,DONE,465,270.8
exit_v2_exit_embed256_last,enders_1000,20005,1,b,-1,1,DONE,DONE,181,22.2
exit_v2_exit_embed256_last,ow_proto,20028,0,b,-1,1,DONE,DONE,320,131.9
exit_v2_exit_embed256_last,enders_1000,20007,1,b,-1,1,DONE,DONE,209,11.6
exit_v2_exit_embed256_last,enders_1000,20001,1,a,1,-1,DONE,DONE,499,89.0
exit_v2_exit_embed256_last,enders_1000,20011,1,b,-1,1,DONE,DONE,192,18.8
exit_v2_exit_embed256_last,enders_1000,20012,0,b,-1,1,DONE,DONE,159,8.9
exit_v2_exit_embed256_last,enders_1000,20006,0,a,1,-1,DONE,DONE,364,54.3
exit_v2_exit_embed256_last,enders_1000,20010,0,b,-1,1,DONE,DONE,163,16.7
exit_v2_exit_embed256_last,enders_1000,20008,0,b,-1,1,DONE,DONE,210,26.1
exit_v2_exit_embed256_last,enders_1000,20013,1,a,1,-1,DONE,DONE,142,17.0
exit_v2_exit_embed256_last,enders_1000,20016,0,b,-1,1,DONE,DONE,153,11.6
exit_v2_exit_embed256_last,enders_1000,20015,1,a,1,-1,DONE,DONE,146,20.2
exit_v2_exit_embed256_last,enders_1000,20009,1,a,1,-1,DONE,DONE,441,66.0
exit_v2_exit_embed256_last,enders_1000,20020,0,b,-1,1,DONE,DONE,186,25.3
exit_v2_exit_embed256_last,enders_1000,20019,1,b,-1,1,DONE,DONE,186,16.5
exit_v2_exit_embed256_last,enders_1000,20021,1,b,-1,1,DONE,DONE,204,16.0
exit_v2_exit_embed256_last,enders_1000,20024,0,b,-1,1,DONE,DONE,172,9.9
exit_v2_exit_embed256_last,enders_1000,20023,1,b,-1,1,DONE,DONE,239,34.4
exit_v2_exit_embed256_last,enders_1000,20014,0,a,1,-1,DONE,DONE,499,86.9
exit_v2_exit_embed256_last,enders_1000,20017,1,a,1,-1,DONE,DONE,497,86.3
exit_v2_exit_embed256_last,enders_1000,20028,0,b,-1,1,DONE,DONE,152,13.9
exit_v2_exit_embed256_last,enders_1000,20018,0,a,1,-1,DONE,DONE,493,98.0
exit_v2_exit_embed256_last,enders_1000,20027,1,a,1,-1,DONE,DONE,403,32.8
exit_v2_exit_embed256_last,enders_1000,20029,1,b,-1,1,DONE,DONE,143,14.3
exit_v2_exit_embed256_last,enders_1000,20022,0,a,1,-1,DONE,DONE,487,79.9
v5,producer,20000,0,b,-1,1,DONE,DONE,128,19.0
exit_v2_exit_embed256_last,enders_1000,20026,0,a,1,-1,DONE,DONE,454,63.2
v5,producer,20001,1,a,1,-1,DONE,DONE,274,37.1
exit_v2_exit_embed256_last,enders_1000,20025,1,a,1,-1,DONE,DONE,483,79.1
v5,producer,20002,0,b,-1,1,DONE,DONE,141,23.5
v5,producer,20003,1,a,1,-1,DONE,DONE,116,21.1
v5,producer,20005,1,a,1,-1,DONE,DONE,203,21.5
v5,producer,20008,0,a,1,-1,DONE,DONE,113,22.4
v5,producer,20006,0,b,-1,1,DONE,DONE,147,26.8
v5,producer,20004,0,b,-1,1,DONE,DONE,206,39.9
v5,producer,20009,1,a,1,-1,DONE,DONE,244,27.3
v5,producer,20010,0,a,1,-1,DONE,DONE,214,21.6
v5,producer,20013,1,b,-1,1,DONE,DONE,126,23.4
v5,producer,20014,0,b,-1,1,DONE,DONE,233,25.3
v5,producer,20015,1,b,-1,1,DONE,DONE,168,18.5
v5,producer,20011,1,b,-1,1,DONE,DONE,199,37.3
v5,producer,20007,1,b,-1,1,DONE,DONE,287,52.3
v5,producer,20012,0,b,-1,1,DONE,DONE,291,49.9
v5,producer,20018,0,b,-1,1,DONE,DONE,220,25.4
v5,producer,20020,0,b,-1,1,DONE,DONE,149,27.0
v5,producer,20017,1,a,1,-1,DONE,DONE,303,32.7
v5,producer,20019,1,b,-1,1,DONE,DONE,178,34.3
v5,producer,20016,0,a,1,-1,DONE,DONE,231,44.6
v5,producer,20022,0,a,1,-1,DONE,DONE,140,18.8
v5,producer,20021,1,b,-1,1,DONE,DONE,214,29.7
v5,producer,20023,1,a,1,-1,DONE,DONE,174,19.2
v5,producer,20029,1,b,-1,1,DONE,DONE,143,12.7
v5,producer,20025,1,a,1,-1,DONE,DONE,314,34.4
v5,producer,20024,0,b,-1,1,DONE,DONE,194,22.1
v5,producer,20028,0,a,1,-1,DONE,DONE,144,13.9
v5,ow_proto,20001,1,a,1,-1,DONE,DONE,134,11.6
v5,producer,20026,0,b,-1,1,DONE,DONE,248,30.3
v5,ow_proto,20003,1,a,1,-1,DONE,DONE,95,5.4
v5,ow_proto,20004,0,a,1,-1,DONE,DONE,93,5.6
v5,ow_proto,20006,0,a,1,-1,DONE,DONE,106,6.1
v5,ow_proto,20005,1,a,1,-1,DONE,DONE,112,6.8
v5,ow_proto,20000,0,a,1,-1,DONE,DONE,98,10.3
v5,ow_proto,20007,1,a,1,-1,DONE,DONE,104,5.3
v5,ow_proto,20008,0,a,1,-1,DONE,DONE,136,7.5
v5,ow_proto,20009,1,a,1,-1,DONE,DONE,86,8.1
v5,ow_proto,20010,0,a,1,-1,DONE,DONE,84,7.6
v5,ow_proto,20013,1,a,1,-1,DONE,DONE,94,6.5
v5,ow_proto,20002,0,a,1,-1,DONE,DONE,117,11.3
v5,ow_proto,20012,0,a,1,-1,DONE,DONE,148,11.0
v5,ow_proto,20015,1,a,1,-1,DONE,DONE,94,5.6
v5,ow_proto,20016,0,a,1,-1,DONE,DONE,86,4.9
v5,ow_proto,20018,0,a,1,-1,DONE,DONE,92,5.3
v5,producer,20027,1,tie,1,1,DONE,DONE,499,58.1
v5,ow_proto,20020,0,a,1,-1,DONE,DONE,118,7.0
v5,ow_proto,20011,1,a,1,-1,DONE,DONE,119,6.6
v5,ow_proto,20014,0,a,1,-1,DONE,DONE,123,6.5
v5,ow_proto,20021,1,a,1,-1,DONE,DONE,105,8.3
v5,ow_proto,20022,0,a,1,-1,DONE,DONE,102,6.1
v5,ow_proto,20024,0,a,1,-1,DONE,DONE,93,5.1
v5,ow_proto,20026,0,a,1,-1,DONE,DONE,98,4.5
v5,ow_proto,20025,1,a,1,-1,DONE,DONE,120,7.7
v5,ow_proto,20027,1,a,1,-1,DONE,DONE,98,4.0
v5,ow_proto,20017,1,a,1,-1,DONE,DONE,79,6.9
v5,ow_proto,20019,1,a,1,-1,DONE,DONE,133,5.9
v5,enders_1000,20000,0,a,1,-1,DONE,DONE,82,3.2
v5,ow_proto,20028,0,a,1,-1,DONE,DONE,99,4.7
v5,ow_proto,20029,1,a,1,-1,DONE,DONE,93,6.1
v5,enders_1000,20001,1,a,1,-1,DONE,DONE,90,4.2
v5,enders_1000,20002,0,a,1,-1,DONE,DONE,111,5.8
v5,enders_1000,20005,1,a,1,-1,DONE,DONE,129,6.8
v5,enders_1000,20007,1,a,1,-1,DONE,DONE,71,6.2
v5,ow_proto,20023,1,a,1,-1,DONE,DONE,97,5.8
v5,enders_1000,20003,1,a,1,-1,DONE,DONE,92,3.6
v5,enders_1000,20004,0,a,1,-1,DONE,DONE,48,3.3
v5,enders_1000,20008,0,a,1,-1,DONE,DONE,77,5.5
v5,enders_1000,20009,1,a,1,-1,DONE,DONE,70,4.7
v5,enders_1000,20006,0,a,1,-1,DONE,DONE,65,4.1
v5,enders_1000,20010,0,a,1,-1,DONE,DONE,85,3.4
v5,enders_1000,20011,1,a,1,-1,DONE,DONE,97,3.7
v5,enders_1000,20013,1,a,1,-1,DONE,DONE,94,3.9
v5,enders_1000,20012,0,a,1,-1,DONE,DONE,84,5.5
