archetype,dose,seed,v5_side,outcome,reward_v5,reward_arch,score_v5,score_arch,steps,status_v5,status_arch,seconds
half_drainer,3,20029,1,v5,1,-1,5567.0,0.0,134,DONE,DONE,10.1
half_drainer,3,20025,1,v5,1,-1,8162.0,0.0,141,DONE,DONE,17.4
half_drainer,3,20027,1,v5,1,-1,2923.0,0.0,86,DONE,DONE,12.5
half_drainer,3,20028,0,v5,1,-1,3255.0,0.0,119,DONE,DONE,13.5
half_drainer,3,20030,0,v5,1,-1,2318.0,0.0,112,DONE,DONE,11.3
half_drainer,3,20026,0,v5,1,-1,4175.0,0.0,130,DONE,DONE,8.9
half_drainer,3,20036,0,v5,1,-1,1419.0,0.0,72,DONE,DONE,4.6
half_drainer,3,20034,0,v5,1,-1,5241.0,0.0,124,DONE,DONE,9.5
half_drainer,3,20031,1,v5,1,-1,3692.0,0.0,134,DONE,DONE,13.9
half_drainer,3,20033,1,v5,1,-1,1774.0,0.0,106,DONE,DONE,12.0
half_drainer,3,20032,0,v5,1,-1,4830.0,0.0,120,DONE,DONE,13.5
half_drainer,3,20037,1,v5,1,-1,3601.0,0.0,142,DONE,DONE,11.2
half_drainer,3,20039,1,v5,1,-1,2914.0,0.0,117,DONE,DONE,7.4
half_drainer,3,20035,1,v5,1,-1,3199.0,0.0,125,DONE,DONE,10.7
half_drainer,3,20038,0,v5,1,-1,4554.0,0.0,131,DONE,DONE,13.1
half_drainer,3,20042,0,v5,1,-1,4021.0,0.0,138,DONE,DONE,6.7
half_drainer,3,20040,0,v5,1,-1,2793.0,0.0,100,DONE,DONE,6.9
half_drainer,3,20043,1,v5,1,-1,4560.0,0.0,106,DONE,DONE,5.4
half_drainer,3,20044,0,v5,1,-1,4702.0,0.0,140,DONE,DONE,9.5
half_drainer,3,20047,1,v5,1,-1,4909.0,0.0,104,DONE,DONE,5.5
half_drainer,3,20041,1,v5,1,-1,4124.0,0.0,154,DONE,DONE,15.0
half_drainer,3,20050,0,v5,1,-1,2412.0,0.0,136,DONE,DONE,6.0
half_drainer,3,20048,0,v5,1,-1,6496.0,0.0,125,DONE,DONE,8.1
half_drainer,3,20049,1,v5,1,-1,4679.0,0.0,112,DONE,DONE,9.3
half_drainer,3,20045,1,v5,1,-1,4509.0,0.0,107,DONE,DONE,9.6
half_drainer,3,20052,0,v5,1,-1,3193.0,0.0,113,DONE,DONE,5.3
half_drainer,3,20053,1,v5,1,-1,5731.0,0.0,127,DONE,DONE,5.9
half_drainer,3,20046,0,v5,1,-1,4153.0,0.0,132,DONE,DONE,10.3
half_drainer,3,20051,1,v5,1,-1,4468.0,0.0,121,DONE,DONE,11.9
half_drainer,3,20054,0,v5,1,-1,6637.0,0.0,128,DONE,DONE,9.9
half_drainer,3,20055,1,v5,1,-1,2530.0,0.0,102,DONE,DONE,9.6
half_drainer,3,20056,0,v5,1,-1,5642.0,0.0,161,DONE,DONE,9.2
half_drainer,3,20057,1,v5,1,-1,3223.0,0.0,131,DONE,DONE,10.3
half_drainer,3,20058,0,v5,1,-1,1807.0,0.0,94,DONE,DONE,6.8
half_drainer,3,20062,0,v5,1,-1,2904.0,0.0,78,DONE,DONE,5.5
half_drainer,3,20060,0,v5,1,-1,4957.0,0.0,133,DONE,DONE,13.6
half_drainer,3,20059,1,v5,1,-1,2733.0,0.0,173,DONE,DONE,17.1
half_drainer,3,20065,1,v5,1,-1,3573.0,0.0,118,DONE,DONE,7.3
half_drainer,3,20061,1,v5,1,-1,6422.0,0.0,130,DONE,DONE,10.2
half_drainer,3,20064,0,v5,1,-1,4998.0,0.0,146,DONE,DONE,17.1
half_drainer,3,20069,1,v5,1,-1,5737.0,0.0,137,DONE,DONE,9.2
half_drainer,3,20067,1,v5,1,-1,1374.0,0.0,124,DONE,DONE,13.3
half_drainer,3,20066,0,v5,1,-1,4755.0,0.0,136,DONE,DONE,16.5
half_drainer,3,20063,1,v5,1,-1,8014.0,0.0,131,DONE,DONE,16.4
half_drainer,3,20068,0,v5,1,-1,3172.0,0.0,100,DONE,DONE,7.9
half_drainer,3,20070,0,v5,1,-1,2767.0,0.0,75,DONE,DONE,11.1
