agent_a,agent_b,seed,a_side,outcome,reward_a,reward_b,status_a,status_b,steps,seconds
v5_reinforce_size_beta3.0,v5,20002,0,a,1,-1,DONE,DONE,146,14.9
v5_reinforce_size_beta3.0,v5,20004,0,a,1,-1,DONE,DONE,150,24.9
v5_reinforce_size_beta3.0,v5,20006,0,a,1,-1,DONE,DONE,144,14.0
v5_reinforce_size_beta3.0,v5,20001,1,b,-1,1,DONE,DONE,294,31.4
v5_reinforce_size_beta3.0,v5,20005,1,a,1,-1,DONE,DONE,164,29.8
v5_reinforce_size_beta3.0,v5,20000,0,a,1,-1,DONE,DONE,219,32.4
v5_reinforce_size_beta3.0,v5,20009,1,b,-1,1,DONE,DONE,115,11.4
v5_reinforce_size_beta3.0,v5,20003,1,a,1,-1,DONE,DONE,207,40.1
v5_reinforce_size_beta3.0,v5,20008,0,a,1,-1,DONE,DONE,214,25.8
v5_reinforce_size_beta3.0,v5,20012,0,a,1,-1,DONE,DONE,181,18.5
v5_reinforce_size_beta3.0,v5,20007,1,a,1,-1,DONE,DONE,186,33.9
v5_reinforce_size_beta3.0,v5,20011,1,a,1,-1,DONE,DONE,168,29.7
v5_reinforce_size_beta3.0,v5,20013,1,a,1,-1,DONE,DONE,208,34.0
v5_reinforce_size_beta3.0,v5,20014,0,b,-1,1,DONE,DONE,241,26.5
v5_reinforce_size_beta3.0,v5,20015,1,b,-1,1,DONE,DONE,246,24.7
v5_reinforce_size_beta3.0,v5,20010,0,a,1,-1,DONE,DONE,370,54.6
v5_reinforce_size_beta3.0,v5,20016,0,a,1,-1,DONE,DONE,175,26.7
v5_reinforce_size_beta3.0,v5,20017,1,b,-1,1,DONE,DONE,183,27.7
v5_reinforce_size_beta3.0,v5,20021,1,b,-1,1,DONE,DONE,144,11.7
v5_reinforce_size_beta3.0,v5,20018,0,a,1,-1,DONE,DONE,235,26.7
v5_reinforce_size_beta3.0,v5,20019,1,b,-1,1,DONE,DONE,162,12.6
v5_reinforce_size_beta3.0,v5,20023,1,b,-1,1,DONE,DONE,138,15.6
v5_reinforce_size_beta3.0,v5,20020,0,a,1,-1,DONE,DONE,156,16.2
v5_reinforce_size_beta3.0,v5,20026,0,a,1,-1,DONE,DONE,133,10.0
v5_reinforce_size_beta3.0,v5,20022,0,b,-1,1,DONE,DONE,194,25.4
v5_reinforce_size_beta3.0,v5,20028,0,a,1,-1,DONE,DONE,138,9.3
v5_reinforce_size_beta3.0,v5,20025,1,b,-1,1,DONE,DONE,168,21.3
v5_reinforce_size_beta3.0,v5,20029,1,a,1,-1,DONE,DONE,106,10.6
v5_reinforce_size_beta3.0,v5,20027,1,b,-1,1,DONE,DONE,157,15.8
v5_reinforce_size_beta3.0,v5,20032,0,b,-1,1,DONE,DONE,146,14.1
v5_reinforce_size_beta3.0,v5,20024,0,tie,1,1,DONE,DONE,499,47.7
v5_reinforce_size_beta3.0,v5,20031,1,b,-1,1,DONE,DONE,194,31.1
v5_reinforce_size_beta3.0,v5,20034,0,a,1,-1,DONE,DONE,312,30.0
v5_reinforce_size_beta3.0,v5,20033,1,b,-1,1,DONE,DONE,204,27.5
v5_reinforce_size_beta3.0,v5,20035,1,b,-1,1,DONE,DONE,138,24.3
v5_reinforce_size_beta3.0,v5,20030,0,b,-1,1,DONE,DONE,283,48.6
v5_reinforce_size_beta3.0,v5,20039,1,b,-1,1,DONE,DONE,139,13.6
v5_reinforce_size_beta3.0,v5,20038,0,a,1,-1,DONE,DONE,183,20.0
