agent_a,agent_b,seed,a_side,outcome,reward_a,reward_b,status_a,status_b,steps,seconds
v5v_t0.25,v5,20000,0,b,-1,1,DONE,DONE,129,14.9
v5v_t0.25,v5,20002,0,a,1,-1,DONE,DONE,141,15.3
v5v_t0.25,v5,20001,1,b,-1,1,DONE,DONE,122,23.3
v5v_t0.25,v5,20003,1,b,-1,1,DONE,DONE,123,24.3
v5v_t0.25,v5,20007,1,a,1,-1,DONE,DONE,122,13.9
v5v_t0.25,v5,20004,0,a,1,-1,DONE,DONE,157,27.5
v5v_t0.25,v5,20006,0,a,1,-1,DONE,DONE,191,18.8
v5v_t0.25,v5,20012,0,b,-1,1,DONE,DONE,150,15.0
v5v_t0.25,v5,20010,0,b,-1,1,DONE,DONE,172,18.3
v5v_t0.25,v5,20008,0,b,-1,1,DONE,DONE,146,24.6
v5v_t0.25,v5,20013,1,a,1,-1,DONE,DONE,122,12.0
v5v_t0.25,v5,20014,0,b,-1,1,DONE,DONE,119,12.1
v5v_t0.25,v5,20009,1,b,-1,1,DONE,DONE,185,34.9
v5v_t0.25,v5,20015,1,b,-1,1,DONE,DONE,125,17.7
v5v_t0.25,v5,20005,1,a,1,-1,DONE,DONE,337,62.9
v5v_t0.25,v5,20011,1,b,-1,1,DONE,DONE,228,36.4
v5v_t0.25,v5,20019,1,b,-1,1,DONE,DONE,168,19.3
v5v_t0.25,v5,20017,1,a,1,-1,DONE,DONE,171,21.6
v5v_t0.25,v5,20018,0,b,-1,1,DONE,DONE,161,21.6
v5v_t0.25,v5,20016,0,a,1,-1,DONE,DONE,216,37.0
v5v_t0.25,v5,20020,0,b,-1,1,DONE,DONE,187,34.5
v5v_t0.25,v5,20024,0,b,-1,1,DONE,DONE,153,16.3
v5v_t0.25,v5,20023,1,a,1,-1,DONE,DONE,136,21.3
v5v_t0.25,v5,20022,0,b,-1,1,DONE,DONE,98,14.6
v5v_t0.25,v5,20021,1,tie,1,1,DONE,DONE,499,54.6
v5v_t0.25,v5,20026,0,b,-1,1,DONE,DONE,131,23.6
v5v_t0.25,v5,20027,1,a,1,-1,DONE,DONE,129,13.1
v5v_t0.25,v5,20025,1,a,1,-1,DONE,DONE,156,27.5
v5v_t0.25,v5,20029,1,b,-1,1,DONE,DONE,162,18.7
v5v_t0.25,v5,20032,0,b,-1,1,DONE,DONE,93,10.5
v5v_t0.25,v5,20028,0,b,-1,1,DONE,DONE,145,25.1
v5v_t0.25,v5,20031,1,a,1,-1,DONE,DONE,112,14.9
v5v_t0.25,v5,20030,0,b,-1,1,DONE,DONE,151,22.9
v5v_t0.25,v5,20035,1,a,1,-1,DONE,DONE,176,17.4
v5v_t0.25,v5,20033,1,b,-1,1,DONE,DONE,116,15.1
v5v_t0.25,v5,20034,0,a,1,-1,DONE,DONE,126,25.4
v5v_t0.25,v5,20036,0,b,-1,1,DONE,DONE,196,25.9
v5v_t0.25,v5,20041,1,b,-1,1,DONE,DONE,159,19.2
v5v_t0.25,v5,20039,1,a,1,-1,DONE,DONE,139,22.7
v5v_t0.25,v5,20038,0,a,1,-1,DONE,DONE,105,19.9
v5v_t0.25,v5,20037,1,b,-1,1,DONE,DONE,170,31.2
v5v_t0.25,v5,20040,0,a,1,-1,DONE,DONE,158,25.2
v5v_t0.25,v5,20043,1,b,-1,1,DONE,DONE,124,17.0
v5v_t0.25,v5,20042,0,b,-1,1,DONE,DONE,185,27.5
v5v_t0.25,v5,20044,0,b,-1,1,DONE,DONE,181,23.7
v5v_t0.25,v5,20046,0,b,-1,1,DONE,DONE,167,28.0
v5v_t0.25,v5,20047,1,a,1,-1,DONE,DONE,165,25.7
v5v_t0.25,v5,20048,0,b,-1,1,DONE,DONE,146,24.4
v5v_t0.25,v5,20049,1,a,1,-1,DONE,DONE,155,20.4
v5v_t0.25,v5,20045,1,a,1,-1,DONE,DONE,181,30.2
v5v_t0.25,v5,20051,1,a,1,-1,DONE,DONE,124,22.6
v5v_t0.25,v5,20052,0,b,-1,1,DONE,DONE,164,21.1
v5v_t0.25,v5,20053,1,a,1,-1,DONE,DONE,136,25.9
v5v_t0.25,v5,20050,0,b,-1,1,DONE,DONE,429,44.9
v5v_t0.25,v5,20054,0,b,-1,1,DONE,DONE,186,28.2
v5v_t0.25,v5,20056,0,a,1,-1,DONE,DONE,122,19.3
v5v_t0.25,v5,20055,1,a,1,-1,DONE,DONE,152,23.0
v5v_t0.25,v5,20057,1,b,-1,1,DONE,DONE,151,16.9
v5v_t0.25,v5,20059,1,b,-1,1,DONE,DONE,142,12.9
v5v_t0.25,v5,20058,0,b,-1,1,DONE,DONE,180,18.3
