opp,seed,side,variant,win,tie,reward,margin,steps
distance_1100,41055,1,single,1,0,1.0,2340.0,133
distance_1100,41054,0,single,1,0,1.0,3490.0,107
distance_1100,41055,1,ens,1,0,1.0,2710.0,111
distance_1100,41056,0,single,1,0,1.0,3672.0,135
distance_1100,41056,1,single,1,0,1.0,2706.0,115
distance_1100,41055,0,ens,1,0,1.0,6640.0,147
distance_1100,41057,0,single,1,0,1.0,831.0,129
distance_1100,41056,0,ens,1,0,1.0,5191.0,119
distance_1100,41056,1,ens,1,0,1.0,4708.0,138
distance_1100,41058,0,ens,1,0,1.0,2740.0,112
distance_1100,41057,0,ens,1,0,1.0,4140.0,106
distance_1100,41058,0,single,1,0,1.0,2012.0,97
distance_1100,41057,1,ens,1,0,1.0,4177.0,94
distance_1100,41057,1,single,1,0,1.0,5762.0,118
distance_1100,41058,1,single,1,0,1.0,5536.0,164
distance_1100,41059,0,ens,1,0,1.0,2029.0,97
distance_1100,41059,1,ens,1,0,1.0,3049.0,112
distance_1100,41058,1,ens,1,0,1.0,3964.0,125
producer,41000,0,single,1,0,1.0,1466.0,102
distance_1100,41059,1,single,1,0,1.0,2748.0,111
producer,41000,0,ens,0,0,-1.0,-1810.0,131
distance_1100,41059,0,single,1,0,1.0,5336.0,175
producer,41001,1,single,1,0,1.0,2501.0,121
producer,41001,0,ens,1,0,1.0,960.0,127
producer,41000,1,ens,0,0,-1.0,-1214.0,159
producer,41000,1,single,1,0,1.0,1986.0,198
producer,41001,0,single,1,0,1.0,1004.0,190
producer,41002,0,single,1,0,1.0,1409.0,102
producer,41003,0,single,1,0,1.0,1316.0,132
producer,41002,0,ens,0,0,-1.0,-2254.0,164
producer,41002,1,ens,1,0,1.0,1440.0,162
producer,41001,1,ens,0,0,-1.0,-2298.0,153
producer,41002,1,single,1,0,1.0,1831.0,153
producer,41003,1,single,0,0,-1.0,-1632.0,155
producer,41003,1,ens,1,0,1.0,1886.0,125
producer,41003,0,ens,0,0,-1.0,-1373.0,174
producer,41004,0,single,1,0,1.0,1050.0,139
producer,41004,1,single,1,0,1.0,1313.0,117
producer,41004,1,ens,0,0,-1.0,-1769.0,144
producer,41004,0,ens,1,0,1.0,2643.0,139
producer,41005,0,single,1,0,1.0,1795.0,108
producer,41006,0,single,1,0,1.0,1277.0,116
producer,41005,1,single,1,0,1.0,1166.0,200
producer,41006,0,ens,1,0,1.0,2265.0,135
producer,41005,0,ens,0,0,-1.0,-1494.0,134
producer,41006,1,single,0,0,-1.0,-1595.0,153
producer,41005,1,ens,1,0,1.0,2213.0,144
producer,41007,1,single,1,0,1.0,1627.0,133
producer,41006,1,ens,1,0,1.0,1706.0,236
producer,41007,0,single,1,0,1.0,1571.0,218
producer,41007,1,ens,1,0,1.0,2563.0,153
producer,41008,0,single,1,0,1.0,2025.0,143
producer,41008,1,single,1,0,1.0,1013.0,109
producer,41007,0,ens,0,0,-1.0,-1690.0,202
producer,41008,0,ens,1,0,1.0,2274.0,111
producer,41009,0,ens,0,0,-1.0,-1741.0,125
producer,41008,1,ens,1,0,1.0,560.0,76
producer,41009,1,single,1,0,1.0,1866.0,170
producer,41010,0,single,1,0,1.0,2320.0,120
producer,41010,0,ens,1,0,1.0,2183.0,135
producer,41011,0,single,1,0,1.0,1952.0,116
producer,41010,1,single,1,0,1.0,1965.0,151
producer,41009,1,ens,0,0,-1.0,-1793.0,193
producer,41009,0,single,1,0,1.0,1850.0,204
producer,41011,1,single,1,0,1.0,1340.0,144
producer,41012,1,single,0,0,-1.0,-1324.0,150
producer,41011,0,ens,1,0,1.0,1041.0,126
producer,41010,1,ens,0,0,-1.0,-2149.0,317
producer,41012,0,single,1,0,1.0,2519.0,125
producer,41011,1,ens,0,0,-1.0,-2154.0,164
producer,41012,1,ens,1,0,1.0,2512.0,125
producer,41013,0,single,1,0,1.0,2810.0,142
producer,41013,0,ens,1,0,1.0,1152.0,174
producer,41014,1,single,0,0,-1.0,-2120.0,126
producer,41013,1,ens,1,0,1.0,2002.0,145
producer,41013,1,single,1,0,1.0,2923.0,174
producer,41014,1,ens,1,0,1.0,853.0,78
producer,41014,0,single,0,0,-1.0,-1414.0,193
producer,41015,0,single,1,0,1.0,2666.0,136
producer,41014,0,ens,0,0,-1.0,-1627.0,150
producer,41015,1,ens,0,0,-1.0,-1186.0,161
producer,41015,1,single,1,0,1.0,1766.0,140
producer,41016,0,single,1,0,1.0,2079.0,148
producer,41012,0,ens,0,0,-1.0,-17366.0,499
producer,41015,0,ens,0,0,-1.0,-1433.0,221
producer,41016,0,ens,1,0,1.0,2132.0,169
producer,41017,0,ens,0,0,-1.0,-1664.0,114
producer,41016,1,single,0,0,-1.0,-1994.0,184
producer,41017,1,single,0,0,-1.0,-1665.0,157
producer,41017,0,single,0,0,-1.0,-1183.0,158
producer,41017,1,ens,1,0,1.0,1837.0,113
producer,41018,0,single,1,0,1.0,2758.0,143
producer,41018,1,single,0,0,-1.0,-1744.0,130
producer,41018,0,ens,0,0,-1.0,-1568.0,194
producer,41018,1,ens,0,0,-1.0,-1886.0,144
producer,41019,0,single,0,0,-1.0,-1623.0,136
producer,41019,1,single,1,0,1.0,1613.0,128
producer,41016,1,ens,1,0,1.0,957.0,399
producer,41020,0,ens,1,0,1.0,2118.0,102
producer,41019,1,ens,1,0,1.0,2204.0,185
producer,41020,0,single,1,0,1.0,2070.0,148
producer,41019,0,ens,0,0,-1.0,-1118.0,252
producer,41020,1,ens,1,0,1.0,1327.0,193
producer,41020,1,single,0,0,-1.0,-1565.0,208
producer,41021,1,ens,1,0,1.0,1542.0,98
producer,41021,0,single,0,0,-1.0,-1886.0,196
producer,41021,1,single,1,0,1.0,2075.0,145
producer,41022,1,single,1,0,1.0,2151.0,113
producer,41022,0,single,0,0,-1.0,-1463.0,157
producer,41022,0,ens,1,0,1.0,2566.0,157
producer,41022,1,ens,1,0,1.0,2089.0,126
producer,41023,0,ens,1,0,1.0,1323.0,126
producer,41023,1,ens,0,0,-1.0,-939.0,97
producer,41021,0,ens,0,0,-1.0,-504.0,351
producer,41023,0,single,1,0,1.0,2077.0,189
producer,41023,1,single,1,0,1.0,2957.0,132
producer,41024,0,single,1,0,1.0,2110.0,111
producer,41024,1,single,1,0,1.0,1250.0,92
producer,41024,0,ens,0,0,-1.0,-2346.0,111
producer,41024,1,ens,1,0,1.0,1926.0,135
producer,41025,0,single,1,0,1.0,1382.0,179
producer,41025,1,single,1,0,1.0,2395.0,133
producer,41025,0,ens,0,0,-1.0,-426.0,111
producer,41026,0,single,0,0,-1.0,-1778.0,122
producer,41027,0,single,1,0,1.0,1437.0,112
producer,41025,1,ens,0,0,-1.0,-1019.0,202
producer,41026,0,ens,1,0,1.0,2073.0,161
producer,41027,1,single,1,0,1.0,2874.0,131
producer,41027,0,ens,1,0,1.0,2029.0,140
producer,41026,1,single,1,0,1.0,2031.0,194
producer,41026,1,ens,1,0,1.0,1669.0,212
producer,41027,1,ens,1,0,1.0,1958.0,134
producer,41028,1,ens,0,0,-1.0,-1947.0,118
producer,41028,0,ens,0,0,-1.0,-1513.0,145
producer,41028,1,single,0,0,-1.0,-2159.0,146
producer,41028,0,single,1,0,1.0,1850.0,196
producer,41029,0,ens,0,0,-1.0,-1458.0,129
producer,41029,1,single,0,0,-1.0,-1354.0,141
producer,41030,0,single,1,0,1.0,2249.0,128
producer,41029,0,single,1,0,1.0,2377.0,198
producer,41029,1,ens,1,0,1.0,1806.0,124
producer,41030,0,ens,0,0,-1.0,-1098.0,135
producer,41030,1,single,1,0,1.0,2826.0,135
producer,41031,0,single,0,0,-1.0,-1270.0,198
producer,41031,0,ens,1,0,1.0,1776.0,143
producer,41030,1,ens,1,0,1.0,2383.0,182
producer,41032,1,single,1,0,1.0,2634.0,150
producer,41031,1,single,1,0,1.0,2244.0,156
producer,41032,0,ens,0,0,-1.0,-1887.0,142
producer,41031,1,ens,0,0,-1.0,-1820.0,131
producer,41032,0,single,1,0,1.0,2773.0,179
producer,41033,0,single,1,0,1.0,2308.0,143
producer,41034,0,ens,1,0,1.0,1480.0,116
producer,41033,1,ens,0,0,-1.0,-1236.0,124
producer,41033,1,single,0,0,-1.0,-1456.0,154
producer,41033,0,ens,0,0,-1.0,-1761.0,136
producer,41032,1,ens,0,0,-1.0,-1463.0,198
producer,41034,0,single,1,0,1.0,1413.0,188
producer,41034,1,single,1,0,1.0,1198.0,129
producer,41034,1,ens,1,0,1.0,1882.0,115
producer,41035,1,single,1,0,1.0,1139.0,123
producer,41035,0,single,1,0,1.0,2336.0,149
producer,41036,0,single,1,0,1.0,1214.0,143
producer,41035,0,ens,1,0,1.0,603.0,169
producer,41035,1,ens,0,0,-1.0,-1335.0,108
producer,41037,0,single,1,0,1.0,2205.0,118
producer,41036,1,single,1,0,1.0,955.0,238
producer,41037,1,single,1,0,1.0,1257.0,169
producer,41037,1,ens,1,0,1.0,2400.0,132
producer,41036,1,ens,0,0,-1.0,-2158.0,175
producer,41037,0,ens,0,0,-1.0,-1832.0,170
producer,41038,1,single,0,0,-1.0,-1392.0,130
producer,41038,0,single,0,0,-1.0,-888.0,135
producer,41038,0,ens,0,0,-1.0,-1694.0,114
producer,41039,0,single,1,0,1.0,1382.0,136
producer,41036,0,ens,0,0,-1.0,-6168.0,499
producer,41038,1,ens,1,0,1.0,1085.0,140
producer,41039,0,ens,1,0,1.0,1597.0,175
producer,41039,1,single,1,0,1.0,1732.0,126
producer,41040,1,single,0,0,-1.0,-2056.0,159
producer,41040,0,single,1,0,1.0,1682.0,174
producer,41039,1,ens,1,0,1.0,1192.0,162
producer,41041,0,single,0,0,-1.0,-1570.0,156
producer,41040,1,ens,1,0,1.0,3019.0,134
producer,41042,0,single,1,0,1.0,2991.0,127
producer,41041,0,ens,1,0,1.0,2235.0,152
producer,41041,1,single,1,0,1.0,1927.0,202
producer,41042,1,single,0,0,-1.0,-1583.0,108
producer,41041,1,ens,0,0,-1.0,-1846.0,176
producer,41042,0,ens,1,0,1.0,1556.0,178
producer,41043,0,ens,0,0,-1.0,-786.0,117
producer,41042,1,ens,1,0,1.0,1675.0,141
producer,41043,1,single,1,0,1.0,1128.0,154
producer,41040,0,ens,0,0,-1.0,-18964.0,499
producer,41043,0,single,0,0,-1.0,-1077.0,163
producer,41043,1,ens,0,0,-1.0,-1630.0,180
producer,41044,0,single,1,0,1.0,1762.0,116
producer,41045,0,ens,0,0,-1.0,-635.0,125
producer,41044,1,single,0,0,-1.0,-1449.0,189
producer,41045,1,ens,0,0,-1.0,-1959.0,103
producer,41044,1,ens,1,0,1.0,2494.0,192
producer,41046,0,single,1,0,1.0,1009.0,134
producer,41044,0,ens,0,0,-1.0,-5337.0,283
producer,41045,1,single,1,0,1.0,2199.0,183
producer,41046,1,single,0,0,-1.0,-2504.0,132
producer,41046,0,ens,0,0,-1.0,-1538.0,151
producer,41045,0,single,0,1,1.0,0.0,499
producer,41046,1,ens,0,0,-1.0,-1543.0,189
producer,41047,1,single,0,0,-1.0,-1315.0,103
producer,41047,0,single,1,0,1.0,2068.0,129
producer,41047,0,ens,0,0,-1.0,-1881.0,168
producer,41047,1,ens,1,0,1.0,1466.0,124
producer,41048,1,single,1,0,1.0,1307.0,113
producer,41048,0,single,1,0,1.0,2644.0,150
producer,41048,1,ens,1,0,1.0,2395.0,153
producer,41049,0,ens,0,0,-1.0,-1926.0,120
producer,41050,0,single,1,0,1.0,1934.0,122
producer,41048,0,ens,1,0,1.0,1833.0,164
producer,41049,0,single,0,0,-1.0,-2011.0,150
producer,41050,1,single,0,0,-1.0,-1914.0,107
producer,41049,1,ens,0,0,-1.0,-2755.0,183
producer,41051,0,single,1,0,1.0,818.0,109
producer,41049,1,single,0,0,-1.0,-1413.0,179
producer,41050,0,ens,1,0,1.0,1974.0,133
producer,41050,1,ens,0,0,-1.0,-1663.0,205
producer,41051,1,single,1,0,1.0,1217.0,132
producer,41051,0,ens,0,0,-1.0,-1934.0,190
producer,41052,0,ens,0,0,-1.0,-1380.0,175
producer,41051,1,ens,0,0,-1.0,-1018.0,147
producer,41052,0,single,0,0,-1.0,-1314.0,178
producer,41054,0,single,0,0,-1.0,-1454.0,88
producer,41052,1,single,0,0,-1.0,-1436.0,257
producer,41053,1,ens,1,0,1.0,1660.0,106
producer,41052,1,ens,1,0,1.0,1315.0,190
producer,41053,1,single,1,0,1.0,2308.0,124
producer,41053,0,ens,1,0,1.0,6537.0,264
producer,41054,0,ens,0,0,-1.0,-1446.0,129
producer,41053,0,single,0,0,-1.0,-12866.0,381
producer,41054,1,single,0,0,-1.0,-1703.0,175
producer,41055,0,ens,1,0,1.0,1560.0,118
producer,41055,0,single,1,0,1.0,1301.0,161
producer,41055,1,single,1,0,1.0,1153.0,162
producer,41054,1,ens,1,0,1.0,1612.0,206
producer,41056,0,single,0,0,-1.0,-1330.0,112
producer,41056,1,ens,1,0,1.0,1067.0,130
producer,41056,1,single,0,0,-1.0,-2051.0,136
producer,41057,0,ens,1,0,1.0,890.0,95
producer,41055,1,ens,1,0,1.0,1967.0,191
producer,41056,0,ens,0,0,-1.0,-2870.0,199
producer,41057,0,single,1,0,1.0,1511.0,129
producer,41058,0,single,1,0,1.0,2109.0,154
producer,41057,1,single,1,0,1.0,2352.0,134
producer,41057,1,ens,1,0,1.0,1581.0,197
producer,41058,1,ens,1,0,1.0,1203.0,135
producer,41058,1,single,1,0,1.0,1595.0,151
producer,41059,0,ens,1,0,1.0,1616.0,111
producer,41058,0,ens,0,0,-1.0,-1206.0,140
producer,41059,1,single,0,0,-1.0,-2099.0,116
producer,41059,1,ens,1,0,1.0,1919.0,171
producer,41059,0,single,1,0,1.0,3208.0,499
