opp,seed,side,variant,win,tie,reward,margin,steps
distance_1100,41045,0,ens,1,0,1.0,1450.0,71
distance_1100,41045,0,single,1,0,1.0,4434.0,137
distance_1100,41045,1,ens,1,0,1.0,951.0,103
distance_1100,41046,0,ens,1,0,1.0,3290.0,98
distance_1100,41046,0,single,1,0,1.0,4675.0,126
distance_1100,41044,1,ens,1,0,1.0,14722.0,320
distance_1100,41047,0,single,1,0,1.0,3597.0,94
distance_1100,41047,1,single,1,0,1.0,2678.0,104
distance_1100,41047,0,ens,1,0,1.0,1861.0,134
distance_1100,41046,1,single,1,0,1.0,5155.0,123
distance_1100,41048,1,single,1,0,1.0,1344.0,130
distance_1100,41046,1,ens,1,0,1.0,2820.0,142
distance_1100,41048,1,ens,1,0,1.0,1113.0,98
distance_1100,41048,0,single,1,0,1.0,3330.0,131
distance_1100,41047,1,ens,1,0,1.0,2920.0,97
distance_1100,41048,0,ens,1,0,1.0,2885.0,118
distance_1100,41049,0,single,1,0,1.0,2387.0,103
distance_1100,41050,0,single,1,0,1.0,2736.0,116
distance_1100,41049,1,ens,1,0,1.0,1625.0,95
distance_1100,41049,1,single,1,0,1.0,2742.0,112
distance_1100,41050,0,ens,1,0,1.0,2234.0,126
distance_1100,41049,0,ens,1,0,1.0,4446.0,104
distance_1100,41050,1,single,1,0,1.0,1703.0,99
distance_1100,41052,0,single,1,0,1.0,3339.0,110
distance_1100,41051,1,ens,1,0,1.0,3549.0,100
distance_1100,41052,0,ens,1,0,1.0,2502.0,99
distance_1100,41051,1,single,1,0,1.0,3831.0,99
distance_1100,41051,0,ens,1,0,1.0,4429.0,136
distance_1100,41050,1,ens,1,0,1.0,3297.0,127
distance_1100,41053,0,single,1,0,1.0,3933.0,93
distance_1100,41051,0,single,1,0,1.0,5047.0,147
distance_1100,41053,0,ens,1,0,1.0,1718.0,96
distance_1100,41052,1,ens,1,0,1.0,2727.0,104
distance_1100,41052,1,single,1,0,1.0,1467.0,132
distance_1100,41053,1,single,1,0,1.0,2285.0,149
distance_1100,41054,0,ens,1,0,1.0,2205.0,89
distance_1100,41054,1,single,1,0,1.0,2137.0,108
distance_1100,41053,1,ens,1,0,1.0,3690.0,138
distance_1100,41055,0,single,1,0,1.0,1717.0,118
distance_1100,41054,1,ens,1,0,1.0,4803.0,118
