agent_a,agent_b,seed,a_side,outcome,reward_a,reward_b,status_a,status_b,steps,seconds
v5_value_rerank_eps8.0,v5,20000,0,b,-1,1,DONE,DONE,107,13.3
v5_value_rerank_eps8.0,v5,20001,1,a,1,-1,DONE,DONE,221,23.5
v5_value_rerank_eps8.0,v5,20005,1,b,-1,1,DONE,DONE,219,32.2
v5_value_rerank_eps8.0,v5,20007,1,b,-1,1,DONE,DONE,144,14.2
v5_value_rerank_eps8.0,v5,20003,1,b,-1,1,DONE,DONE,223,43.3
v5_value_rerank_eps8.0,v5,20009,1,b,-1,1,DONE,DONE,138,14.3
v5_value_rerank_eps8.0,v5,20002,0,a,1,-1,DONE,DONE,328,55.0
v5_value_rerank_eps8.0,v5,20006,0,a,1,-1,DONE,DONE,499,44.8
v5_value_rerank_eps8.0,v5,20010,0,b,-1,1,DONE,DONE,121,20.6
v5_value_rerank_eps8.0,v5,20011,1,b,-1,1,DONE,DONE,127,13.0
v5_value_rerank_eps8.0,v5,20013,1,a,1,-1,DONE,DONE,131,11.3
v5_value_rerank_eps8.0,v5,20008,0,b,-1,1,DONE,DONE,322,51.5
v5_value_rerank_eps8.0,v5,20012,0,a,1,-1,DONE,DONE,155,29.4
v5_value_rerank_eps8.0,v5,20004,0,b,-1,1,DONE,DONE,499,87.3
v5_value_rerank_eps8.0,v5,20014,0,b,-1,1,DONE,DONE,175,23.7
v5_value_rerank_eps8.0,v5,20017,1,a,1,-1,DONE,DONE,137,13.3
v5_value_rerank_eps8.0,v5,20016,0,b,-1,1,DONE,DONE,154,19.8
v5_value_rerank_eps8.0,v5,20015,1,b,-1,1,DONE,DONE,196,34.2
v5_value_rerank_eps8.0,v5,20020,0,b,-1,1,DONE,DONE,211,27.3
v5_value_rerank_eps8.0,v5,20018,0,b,-1,1,DONE,DONE,179,32.4
v5_value_rerank_eps8.0,v5,20021,1,a,1,-1,DONE,DONE,217,24.7
v5_value_rerank_eps8.0,v5,20019,1,b,-1,1,DONE,DONE,193,34.3
v5_value_rerank_eps8.0,v5,20022,0,a,1,-1,DONE,DONE,201,30.8
v5_value_rerank_eps8.0,v5,20024,0,a,1,-1,DONE,DONE,161,23.0
v5_value_rerank_eps8.0,v5,20027,1,b,-1,1,DONE,DONE,245,18.3
v5_value_rerank_eps8.0,v5,20026,0,a,1,-1,DONE,DONE,206,26.8
v5_value_rerank_eps8.0,v5,20025,1,b,-1,1,DONE,DONE,176,23.6
v5_value_rerank_eps8.0,v5,20023,1,a,1,-1,DONE,DONE,499,35.1
v5_value_rerank_eps8.0,v5,20028,0,b,-1,1,DONE,DONE,188,24.0
v5_value_rerank_eps8.0,v5,20030,0,a,1,-1,DONE,DONE,139,10.7
v5_value_rerank_eps8.0,v5,20035,1,a,1,-1,DONE,DONE,169,13.7
v5_value_rerank_eps8.0,v5,20032,0,a,1,-1,DONE,DONE,148,20.9
v5_value_rerank_eps8.0,v5,20029,1,b,-1,1,DONE,DONE,186,27.1
v5_value_rerank_eps8.0,v5,20036,0,b,-1,1,DONE,DONE,123,11.6
v5_value_rerank_eps8.0,v5,20033,1,a,1,-1,DONE,DONE,499,41.3
v5_value_rerank_eps8.0,v5,20034,0,a,1,-1,DONE,DONE,341,51.0
v5_value_rerank_eps8.0,v5,20037,1,a,1,-1,DONE,DONE,188,33.5
v5_value_rerank_eps8.0,v5,20040,0,a,1,-1,DONE,DONE,146,17.8
v5_value_rerank_eps8.0,v5,20038,0,b,-1,1,DONE,DONE,184,34.9
v5_value_rerank_eps8.0,v5,20031,1,tie,1,1,DONE,DONE,499,65.7
v5_value_rerank_eps8.0,v5,20039,1,b,-1,1,DONE,DONE,200,25.2
v5_value_rerank_eps8.0,v5,20041,1,b,-1,1,DONE,DONE,149,16.5
v5_value_rerank_eps8.0,v5,20043,1,a,1,-1,DONE,DONE,152,14.9
v5_value_rerank_eps8.0,v5,20045,1,a,1,-1,DONE,DONE,182,23.6
v5_value_rerank_eps8.0,v5,20046,0,b,-1,1,DONE,DONE,168,25.8
v5_value_rerank_eps8.0,v5,20044,0,b,-1,1,DONE,DONE,270,44.5
v5_value_rerank_eps8.0,v5,20047,1,b,-1,1,DONE,DONE,199,34.0
v5_value_rerank_eps8.0,v5,20051,1,b,-1,1,DONE,DONE,146,14.6
v5_value_rerank_eps8.0,v5,20048,0,a,1,-1,DONE,DONE,165,31.5
v5_value_rerank_eps8.0,v5,20049,1,a,1,-1,DONE,DONE,220,34.3
v5_value_rerank_eps8.0,v5,20050,0,b,-1,1,DONE,DONE,193,23.5
v5_value_rerank_eps8.0,v5,20042,0,b,-1,1,DONE,DONE,479,69.6
v5_value_rerank_eps8.0,v5,20052,0,a,1,-1,DONE,DONE,309,33.3
v5_value_rerank_eps8.0,v5,20054,0,b,-1,1,DONE,DONE,265,25.9
v5_value_rerank_eps8.0,v5,20056,0,b,-1,1,DONE,DONE,171,26.7
v5_value_rerank_eps8.0,v5,20055,1,a,1,-1,DONE,DONE,141,25.0
v5_value_rerank_eps8.0,v5,20058,0,a,1,-1,DONE,DONE,162,16.5
v5_value_rerank_eps8.0,v5,20057,1,b,-1,1,DONE,DONE,141,27.2
v5_value_rerank_eps8.0,v5,20053,1,a,1,-1,DONE,DONE,256,45.9
v5_value_rerank_eps8.0,v5,20060,0,b,-1,1,DONE,DONE,133,17.3
v5_value_rerank_eps8.0,v5,20059,1,b,-1,1,DONE,DONE,118,15.2
v5_value_rerank_eps8.0,v5,20062,0,b,-1,1,DONE,DONE,193,18.8
v5_value_rerank_eps8.0,v5,20064,0,a,1,-1,DONE,DONE,160,24.0
v5_value_rerank_eps8.0,v5,20061,1,b,-1,1,DONE,DONE,191,33.2
v5_value_rerank_eps8.0,v5,20063,1,a,1,-1,DONE,DONE,190,33.0
v5_value_rerank_eps8.0,v5,20067,1,a,1,-1,DONE,DONE,182,18.4
v5_value_rerank_eps8.0,v5,20066,0,b,-1,1,DONE,DONE,350,34.2
v5_value_rerank_eps8.0,v5,20065,1,a,1,-1,DONE,DONE,147,27.7
v5_value_rerank_eps8.0,v5,20069,1,a,1,-1,DONE,DONE,141,26.2
v5_value_rerank_eps8.0,v5,20071,1,a,1,-1,DONE,DONE,141,14.8
v5_value_rerank_eps8.0,v5,20070,0,a,1,-1,DONE,DONE,164,29.9
v5_value_rerank_eps8.0,v5,20072,0,b,-1,1,DONE,DONE,210,19.6
v5_value_rerank_eps8.0,v5,20075,1,b,-1,1,DONE,DONE,144,16.0
v5_value_rerank_eps8.0,v5,20077,1,b,-1,1,DONE,DONE,189,17.6
v5_value_rerank_eps8.0,v5,20073,1,b,-1,1,DONE,DONE,195,39.6
v5_value_rerank_eps8.0,v5,20074,0,a,1,-1,DONE,DONE,316,39.9
v5_value_rerank_eps8.0,v5,20068,0,a,1,-1,DONE,DONE,411,68.8
v5_value_rerank_eps8.0,v5,20078,0,b,-1,1,DONE,DONE,132,22.3
v5_value_rerank_eps8.0,v5,20076,0,a,1,-1,DONE,DONE,141,23.0
v5_value_rerank_eps8.0,v5,20080,0,b,-1,1,DONE,DONE,195,32.0
v5_value_rerank_eps8.0,v5,20083,1,b,-1,1,DONE,DONE,154,24.2
v5_value_rerank_eps8.0,v5,20079,1,a,1,-1,DONE,DONE,189,28.4
v5_value_rerank_eps8.0,v5,20084,0,b,-1,1,DONE,DONE,156,25.8
v5_value_rerank_eps8.0,v5,20082,0,a,1,-1,DONE,DONE,202,29.0
v5_value_rerank_eps8.0,v5,20087,1,a,1,-1,DONE,DONE,168,19.6
v5_value_rerank_eps8.0,v5,20086,0,a,1,-1,DONE,DONE,139,23.4
v5_value_rerank_eps8.0,v5,20081,1,a,1,-1,DONE,DONE,480,46.2
v5_value_rerank_eps8.0,v5,20090,0,a,1,-1,DONE,DONE,154,11.5
v5_value_rerank_eps8.0,v5,20088,0,b,-1,1,DONE,DONE,150,20.2
v5_value_rerank_eps8.0,v5,20092,0,a,1,-1,DONE,DONE,147,11.2
v5_value_rerank_eps8.0,v5,20089,1,b,-1,1,DONE,DONE,261,32.3
v5_value_rerank_eps8.0,v5,20095,1,b,-1,1,DONE,DONE,97,7.5
v5_value_rerank_eps8.0,v5,20093,1,b,-1,1,DONE,DONE,257,17.8
v5_value_rerank_eps8.0,v5,20085,1,b,-1,1,DONE,DONE,499,64.3
v5_value_rerank_eps8.0,v5,20094,0,b,-1,1,DONE,DONE,208,28.7
v5_value_rerank_eps8.0,v5,20096,0,b,-1,1,DONE,DONE,153,19.8
v5_value_rerank_eps8.0,v5,20098,0,a,1,-1,DONE,DONE,113,11.4
v5_value_rerank_eps8.0,v5,20097,1,b,-1,1,DONE,DONE,193,19.2
v5_value_rerank_eps8.0,v5,20099,1,a,1,-1,DONE,DONE,79,14.2
v5_value_rerank_eps8.0,v5,20091,1,a,1,-1,DONE,DONE,417,55.7
v5_value_rerank_eps8.0,v5,20102,0,b,-1,1,DONE,DONE,153,18.3
v5_value_rerank_eps8.0,v5,20101,1,a,1,-1,DONE,DONE,165,24.2
v5_value_rerank_eps8.0,v5,20100,0,a,1,-1,DONE,DONE,159,22.3
v5_value_rerank_eps8.0,v5,20105,1,b,-1,1,DONE,DONE,96,15.7
v5_value_rerank_eps8.0,v5,20106,0,a,1,-1,DONE,DONE,168,19.8
v5_value_rerank_eps8.0,v5,20108,0,b,-1,1,DONE,DONE,149,16.4
