update,entropy,episode_reward_mean,episodes_finished,imitation_loss,loss,policy_loss,samples,value_loss
1,0.028264959808439016,0.0,0.0,0.12537222728133202,0.06368766911327839,-0.006687941495329142,32.0,0.008034830447286367
2,0.08147835358977318,0.0,0.0,0.06321699591353536,0.03294587740674615,-0.019760066643357277,32.0,0.0219754446297884
3,0.0,0.0,0.0,0.11888448242098093,0.19135701283812523,1.210719347000122e-08,32.0,0.13209309056401253
4,0.009128004196099937,-2.4320000000000004,1.0,0.08606482297182083,0.4257657453417778,-0.00033547356724739075,32.0,0.383332222700119
5,1.181488424539566,0.0,0.0,0.061372281052172184,-0.05612360779196024,-0.07532742246985435,32.0,0.00048598348803352565
6,3.5868735313415527,0.0,0.0,0.06296616327017546,-0.10201944597065449,-0.09847538731992245,32.0,0.0010304927418474108
7,8.35419225692749,0.0,0.0,0.07093230448663235,-0.15823991876095533,-0.11272964347153902,32.0,0.0028137564077042043
8,14.645636796951294,0.0,0.0,0.07752397377043962,-0.15529778227210045,-0.09775628009811044,32.0,0.050462969578802586
9,16.79738187789917,0.0,0.0,0.09820769261568785,-0.1914391815662384,-0.10035062208771706,32.0,0.02822334412485361
10,19.931344509124756,0.0,0.0,0.11344511993229389,-0.1457472164183855,-0.0958332633599639,32.0,0.0932441595941782
11,14.77386474609375,0.0,0.0,0.10564884636551142,-0.18577292189002037,-0.09714275412261486,32.0,0.0068651232868433
12,16.60442018508911,0.0,0.0,0.1082339808344841,-0.13357037771493196,-0.10936589166522026,32.0,0.08837212808430195
13,18.188547134399414,0.0,0.0,0.0932544581592083,-0.13472321536391973,-0.09622432477772236,32.0,0.09736550599336624
14,11.436543464660645,0.0,0.0,0.12475643493235111,-0.054225060157477856,-0.08175032399594784,32.0,0.08038577623665333
15,8.672949075698853,0.0,0.0,0.10917160101234913,-0.048386129550635815,-0.10953653929755092,32.0,0.09411288239061832
16,2.3553985953330994,0.0,0.0,0.09148555062711239,0.2269195206463337,-0.047010697424411774,32.0,0.25247330963611603
17,0.43013252317905426,0.0,0.0,0.09100186824798584,0.49663761258125305,-0.01470313174650073,32.0,0.47091463953256607
18,0.0014349220728036016,0.0,0.0,0.09472577087581158,0.7645536512136459,-7.865531370043755e-05,32.0,0.7181363105773926
19,0.0,-2.9539999999999997,1.0,0.10815787874162197,0.5765838474035263,-1.3457611203193665e-07,32.0,0.5235325247049332
20,0.09833091869950294,0.0,0.0,0.08841211628168821,0.022426848765462637,-0.025818546302616596,32.0,0.005906766513362527
21,0.22319746389985085,0.0,0.0,0.07532011438161135,0.334799125790596,-0.0077321287244558334,32.0,0.3078940287232399
22,0.15918132662773132,0.0,0.0,0.07867783401161432,0.553871288895607,-0.020474744960665703,32.0,0.5374643802642822
23,0.02654545335099101,-1.0,1.0,0.08406384475529194,0.048272994346916676,-6.259186193346977e-05,32.0,0.007535852142609656
24,1.7154476046562195,0.0,0.0,0.1443630289286375,-0.007665259763598442,-0.06185982841998339,32.0,0.0008998818666441366
25,5.635060906410217,0.0,0.0,0.13421123940497637,-0.08112000580877066,-0.09650601167231798,32.0,0.006308635463938117
26,11.931967496871948,0.0,0.0,0.08506556879729033,-0.12055855430662632,-0.09773009829223156,32.0,0.05506428238004446
27,15.341395139694214,0.0,0.0,0.14759737253189087,0.09316710941493511,-0.10441767983138561,32.0,0.27919261902570724
28,18.00315809249878,0.0,0.0,0.10179182328283787,0.020444074645638466,-0.11936220899224281,32.0,0.2703670337796211
29,16.975439071655273,0.0,0.0,0.11647127382457256,0.23403573781251907,-0.1096993200480938,32.0,0.4569426476955414
30,19.321500301361084,0.0,0.0,0.11505197547376156,-0.0965350465849042,-0.11077483557164669,32.0,0.15165457874536514
31,23.350755214691162,0.0,0.0,0.11674081906676292,0.09237953554838896,-0.11077980324625969,32.0,0.38010596483945847
32,19.67560911178589,0.0,0.0,0.12526577524840832,0.20352120324969292,-0.12358150980435312,32.0,0.463230162858963
33,19.60677146911621,0.0,0.0,0.1229695063084364,0.19652387499809265,-0.11301153618842363,32.0,0.4461473599076271
34,25.60155963897705,0.0,0.0,0.11205859016627073,-0.18728861771523952,-0.10060092411004007,32.0,0.11520358361303806
35,21.652657985687256,0.0,0.0,0.0913111143745482,0.30819377303123474,-0.11350560188293457,32.0,0.5941683501005173
36,21.952430725097656,0.0,0.0,0.09514607302844524,0.38950658589601517,-0.10412212368100882,32.0,0.6672926098108292
37,21.116989612579346,0.0,0.0,0.12233112566173077,0.42563190311193466,-0.10976378060877323,32.0,0.6876631379127502
38,3.2465221285820007,2.8600000000000003,1.0,0.10411378089338541,0.5231344103813171,-0.04906898271292448,32.0,0.5545898675918579
39,0.0,0.0,0.0,0.06831991951912642,0.03408963233232498,4.284083843231201e-08,32.0,0.0012618671171367168
40,0.0,0.0,0.0,0.10651199799031019,0.051317790523171425,1.5832483768463135e-08,32.0,0.00019201654868084006
41,0.2081214115023613,0.0,0.0,0.1046286653727293,0.03295563952997327,-0.016700693871825933,32.0,0.0015681046643294394
42,4.085178256034851,0.0,0.0,0.07983153406530619,-0.05145721323788166,-0.0912907449528575,32.0,0.042446005158126354
43,7.093084931373596,0.0,0.0,0.06253255344927311,0.22649376094341278,-0.10006654262542725,32.0,0.36756932735443115
44,10.92805004119873,0.0,0.0,0.07998065650463104,-0.10635933373123407,-0.11150650307536125,32.0,0.07619691640138626
45,13.8382887840271,0.0,0.0,0.14146370626986027,0.16559971496462822,-0.09960134886205196,32.0,0.33603502810001373
46,12.290982484817505,0.0,0.0,0.12670421786606312,0.7237328588962555,-0.09287887392565608,32.0,0.8790836483240128
47,5.847283482551575,0.0,0.0,0.1467424277216196,1.5882320702075958,-0.09774313867092133,32.0,1.674525260925293
48,3.147655487060547,0.0,0.0,0.12399450317025185,3.256634533405304,-0.07426914852112532,32.0,3.3033588528633118
49,0.42044949531555176,0.0,0.0,0.1264274325221777,1.9971058368682861,-0.03334625903517008,32.0,1.9745402932167053
50,0.23296765983104706,0.0,0.0,0.10318554937839508,2.0247324109077454,-0.01100519485771656,32.0,1.9890542328357697
51,0.1353997141122818,0.0,0.0,0.09812493994832039,2.2472676038742065,-0.01120786415413022,32.0,2.2132691144943237
52,0.4522827938199043,0.0,0.0,0.08479008078575134,2.27123361825943,-0.01093233609572053,32.0,2.246498227119446
53,0.7818154841661453,0.0,0.0,0.10111721977591515,1.4892090857028961,-0.04964666720479727,32.0,1.4987949430942535
54,0.6793383210897446,-1.9320000000000002,1.0,0.10846848506480455,0.03491927124559879,-0.03870737971737981,32.0,0.029114440083503723
55,3.4154983162879944,0.0,0.0,0.11845659092068672,-0.01747069973498583,-0.07867225026711822,32.0,0.039385794661939144
56,1.6124224364757538,0.0,0.0,0.10623863339424133,0.6889541447162628,-0.04051625542342663,32.0,0.6954500079154968
57,0.0,0.0,0.0,0.1519259512424469,0.8779719918966293,1.7695128917694092e-08,32.0,0.8063389211893082
58,1.2301258444786072,-1.6560000000000001,1.0,0.13552749063819647,0.03379161423072219,-0.023053351789712906,32.0,0.005312779918313026
59,2.0247469544410706,0.0,0.0,0.179928719997406,0.0117917750030756,-0.06217280216515064,32.0,0.009555586613714695
60,4.017649054527283,0.0,0.0,0.09109213668853045,0.07930476497858763,-0.06589577440172434,32.0,0.14256372675299644
61,5.252520322799683,0.0,0.0,0.11715502850711346,0.3269760124385357,-0.07048580888658762,32.0,0.3949827328324318
62,0.319436676800251,-4.772000000000002,1.0,0.15930879302322865,0.39008135348558426,-0.026332947425544262,32.0,0.34489283710718155
63,0.8755326867103577,0.0,0.0,0.12136310711503029,0.02167527563869953,-0.05169802438467741,32.0,0.025270011508837342
64,0.7403034567832947,0.0,0.0,0.1249912939965725,0.3368247002363205,-0.021561650559306145,32.0,0.30729346722364426
65,0.03441331069916487,-4.918000000000001,1.0,0.15982205048203468,0.43714743852615356,-0.001507460605353117,32.0,0.3642822280526161
66,0.1788206361234188,0.0,0.0,0.10919986665248871,0.04843959026038647,-0.013052542693912983,32.0,0.012284000869840384
67,0.2242477647960186,0.0,0.0,0.10463263932615519,0.04941349709406495,-0.017475072294473648,32.0,0.020319918636232615
68,0.9922064393758774,0.0,0.0,0.11056666821241379,0.0040379855781793594,-0.042616003192961216,32.0,0.005051986780017614
69,3.2051799297332764,0.0,0.0,0.10763567499816418,0.0017986968159675598,-0.06441427394747734,32.0,0.04816036205738783
70,4.841986775398254,0.0,0.0,0.16059635765850544,0.033458294346928596,-0.07376881502568722,32.0,0.08096967078745365
71,8.779695272445679,0.0,0.0,0.11098579503595829,-0.08780606649816036,-0.08899545669555664,32.0,0.037433438934385777
72,13.339081764221191,0.0,0.0,0.19035973772406578,-0.054215406998991966,-0.09218775993213058,32.0,0.08303624764084816
73,9.115518569946289,0.0,0.0,0.12496751919388771,0.6540349423885345,-0.0768110565841198,32.0,0.764078751206398
74,7.178254127502441,0.0,0.0,0.13644332252442837,0.04829365387558937,-0.0738969212397933,32.0,0.13079985603690147
75,2.8498363494873047,0.0,0.0,0.11995523702353239,0.4421909600496292,-0.05355395236983895,32.0,0.4687639847397804
76,2.0361401438713074,0.0,0.0,0.17662717401981354,0.42792942374944687,-0.026935512199997902,32.0,0.39362459629774094
77,1.568236619234085,0.0,0.0,0.1265496350824833,0.4621904119849205,-0.023975643329322338,32.0,0.44344576448202133
78,0.5614449679851532,0.0,0.0,0.15436902455985546,0.5841022357344627,-0.012824340723454952,32.0,0.5313768982887268
79,1.0384051501750946,0.0,0.0,0.18284180015325546,0.2739204950630665,-0.031359901651740074,32.0,0.23146579787135124
80,0.6551077514886856,0.0,0.0,0.12646976299583912,1.4152851998806,-0.02063604211434722,32.0,1.3842962384223938
81,0.3498380184173584,-2.338,1.0,0.10093465819954872,0.6495779007673264,-0.002341803163290024,32.0,0.6090386211872101
82,1.4482200145721436,0.0,0.0,0.1775681283324957,0.060378897935152054,-0.04394688596948981,32.0,0.03730421233922243
83,4.038044273853302,0.0,0.0,0.1214000778272748,0.05114682763814926,-0.07566871494054794,32.0,0.11153404787182808
84,0.7190135717391968,0.0,0.0,0.15716248005628586,1.0638124346733093,-0.007913196459412575,32.0,1.0069353878498077
85,0.0,0.0,0.0,0.20257031172513962,1.0050908923149109,-2.3283064365386963e-08,32.0,0.9124149978160858
86,0.30309082567691803,-1.956,1.0,0.12266710214316845,0.34159350395202637,-0.007270623464137316,32.0,0.2958361729979515
