agent_0,agent_1,agent_2,agent_3,seed,rot,reward_0,score_0,rank_0,prodshare80_0,status_0,reward_1,score_1,rank_1,prodshare80_1,status_1,reward_2,score_2,rank_2,prodshare80_2,status_2,reward_3,score_3,rank_3,prodshare80_3,status_3,steps,seconds
v5,producer,producer_v2,v5_hold_margin_beta2.0,20053,1,-1.0,0.0,2,0.2432,DONE,-1.0,0.0,2,0.0541,DONE,1.0,1445.0,1,0.3243,DONE,-1.0,0.0,2,0.3784,DONE,242,42.1
producer,producer_v2,v5_hold_margin_beta2.0,v5,20054,2,-1.0,0.0,2,0.2683,DONE,-1.0,0.0,2,0.2439,DONE,-1.0,0.0,2,0.0,DONE,1.0,1529.0,1,0.4878,DONE,123,31.5
producer,producer_v2,v5_hold_margin_beta2.0,v5,20042,2,-1.0,145.0,4,0.4062,DONE,-1.0,205.0,2,0.125,DONE,-1.0,178.0,3,0.0781,DONE,1.0,18806.0,1,0.3906,DONE,499,161.9
v5_hold_margin_beta2.0,v5,producer,producer_v2,20052,0,-1.0,0.0,2,0.254,DONE,-1.0,0.0,2,0.254,DONE,-1.0,0.0,2,0.0952,DONE,1.0,1454.0,1,0.3968,DONE,257,53.4
v5_hold_margin_beta2.0,v5,producer,producer_v2,20056,0,-1.0,0.0,2,0.0,DONE,1.0,1458.0,1,0.5,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,122,20.3
v5,producer,producer_v2,v5_hold_margin_beta2.0,20057,1,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2451,DONE,1.0,3145.0,1,0.5,DONE,-1.0,0.0,2,0.2549,DONE,136,31.6
producer_v2,v5_hold_margin_beta2.0,v5,producer,20055,3,-1.0,0.0,2,0.2308,DONE,-1.0,0.0,2,0.2564,DONE,-1.0,0.0,2,0.2564,DONE,1.0,1599.0,1,0.2564,DONE,176,56.6
producer,producer_v2,v5_hold_margin_beta2.0,v5,20058,2,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,3096.0,1,0.25,DONE,-1.0,0.0,2,0.25,DONE,295,53.3
v5_hold_margin_beta2.0,v5,producer,producer_v2,20060,0,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,1.0,1510.0,1,0.5,DONE,218,45.9
producer_v2,v5_hold_margin_beta2.0,v5,producer,20051,3,-1.0,135.0,2,0.25,DONE,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.0,DONE,1.0,13860.0,1,0.5,DONE,499,104.4
producer_v2,v5_hold_margin_beta2.0,v5,producer,20063,3,1.0,3429.0,1,0.2857,DONE,-1.0,0.0,2,0.2857,DONE,-1.0,0.0,2,0.1286,DONE,-1.0,0.0,2,0.3,DONE,189,52.5
producer,producer_v2,v5_hold_margin_beta2.0,v5,20062,2,-1.0,0.0,2,0.0,DONE,1.0,1441.0,1,0.451,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.549,DONE,254,71.6
producer_v2,v5_hold_margin_beta2.0,v5,producer,20059,3,-1.0,158.0,2,0.2895,DONE,-1.0,0.0,4,0.0526,DONE,1.0,12546.0,1,0.6053,DONE,-1.0,92.0,3,0.0526,DONE,499,92.8
v5,producer,producer_v2,v5_hold_margin_beta2.0,20061,1,-1.0,61.0,2,0.2308,DONE,1.0,2196.0,1,0.2308,DONE,-1.0,0.0,3,0.3077,DONE,-1.0,0.0,3,0.2308,DONE,499,100.2
v5_hold_margin_beta2.0,v5,producer,producer_v2,20068,0,-1.0,0.0,2,0.0119,DONE,1.0,4117.0,1,0.4881,DONE,-1.0,0.0,2,0.131,DONE,-1.0,0.0,2,0.369,DONE,152,26.8
producer_v2,v5_hold_margin_beta2.0,v5,producer,20067,3,1.0,4252.0,1,0.4706,DONE,-1.0,0.0,2,0.2059,DONE,-1.0,0.0,2,0.1176,DONE,-1.0,0.0,2,0.2059,DONE,256,39.3
producer,producer_v2,v5_hold_margin_beta2.0,v5,20070,2,-1.0,0.0,2,0.1528,DONE,1.0,2256.0,1,0.5139,DONE,-1.0,0.0,2,0.2083,DONE,-1.0,0.0,2,0.125,DONE,139,23.4
producer_v2,v5_hold_margin_beta2.0,v5,producer,20071,3,-1.0,0.0,2,0.2432,DONE,-1.0,0.0,2,0.2432,DONE,1.0,511.0,1,0.5135,DONE,-1.0,0.0,2,0.0,DONE,120,19.4
producer,producer_v2,v5_hold_margin_beta2.0,v5,20066,2,-1.0,0.0,2,0.2157,DONE,1.0,3482.0,1,0.2353,DONE,-1.0,0.0,2,0.2941,DONE,-1.0,0.0,2,0.2549,DONE,273,87.0
v5,producer,producer_v2,v5_hold_margin_beta2.0,20065,1,1.0,15915.0,1,0.5,DONE,-1.0,0.0,3,0.0833,DONE,-1.0,264.0,2,0.1667,DONE,-1.0,0.0,3,0.25,DONE,499,130.2
v5_hold_margin_beta2.0,v5,producer,producer_v2,20064,0,-1.0,0.0,3,0.1505,DONE,1.0,34964.0,1,0.4946,DONE,-1.0,0.0,3,0.0,DONE,-1.0,1460.0,2,0.3548,DONE,499,114.7
v5,producer,producer_v2,v5_hold_margin_beta2.0,20073,1,-1.0,0.0,2,0.2917,DONE,-1.0,0.0,2,0.2083,DONE,1.0,1461.0,1,0.2708,DONE,-1.0,0.0,2,0.2292,DONE,170,29.8
v5_hold_margin_beta2.0,v5,producer,producer_v2,20076,0,-1.0,0.0,2,0.35,DONE,1.0,2306.0,1,0.4,DONE,-1.0,0.0,2,0.1667,DONE,-1.0,0.0,2,0.0833,DONE,161,27.1
v5_hold_margin_beta2.0,v5,producer,producer_v2,20072,0,1.0,18115.0,1,0.303,DONE,-1.0,0.0,3,0.3182,DONE,-1.0,0.0,3,0.2576,DONE,-1.0,460.0,2,0.1212,DONE,499,83.3
v5,producer,producer_v2,v5_hold_margin_beta2.0,20069,1,1.0,509.0,1,0.25,DONE,1.0,509.0,1,0.25,DONE,1.0,509.0,1,0.25,DONE,1.0,509.0,1,0.25,DONE,499,140.3
producer_v2,v5_hold_margin_beta2.0,v5,producer,20079,3,-1.0,0.0,2,0.2597,DONE,-1.0,0.0,2,0.2468,DONE,1.0,1655.0,1,0.3896,DONE,-1.0,0.0,2,0.1039,DONE,141,29.4
producer,producer_v2,v5_hold_margin_beta2.0,v5,20074,2,1.0,9518.0,1,0.3939,DONE,-1.0,0.0,2,0.197,DONE,-1.0,0.0,2,0.2879,DONE,-1.0,0.0,2,0.1212,DONE,393,83.5
v5_hold_margin_beta2.0,v5,producer,producer_v2,20080,0,-1.0,0.0,2,0.25,DONE,1.0,2129.0,1,0.2969,DONE,-1.0,0.0,2,0.3125,DONE,-1.0,0.0,2,0.1406,DONE,151,50.7
producer_v2,v5_hold_margin_beta2.0,v5,producer,20075,3,-1.0,0.0,3,0.1667,DONE,1.0,7537.0,1,0.2879,DONE,-1.0,797.0,2,0.3333,DONE,-1.0,0.0,3,0.2121,DONE,499,140.0
producer,producer_v2,v5_hold_margin_beta2.0,v5,20078,2,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.25,DONE,1.0,5808.0,1,0.25,DONE,-1.0,52.0,2,0.25,DONE,499,110.6
v5,producer,producer_v2,v5_hold_margin_beta2.0,20077,1,-1.0,36.0,3,0.1263,DONE,-1.0,44.0,2,0.1895,DONE,1.0,31827.0,1,0.5895,DONE,-1.0,0.0,4,0.0947,DONE,499,126.2
producer,producer_v2,v5_hold_margin_beta2.0,v5,20086,2,-1.0,0.0,2,0.2184,DONE,1.0,2534.0,1,0.3678,DONE,-1.0,0.0,2,0.3103,DONE,-1.0,0.0,2,0.1034,DONE,164,34.5
producer_v2,v5_hold_margin_beta2.0,v5,producer,20083,3,1.0,1780.0,1,0.3171,DONE,-1.0,0.0,2,0.2561,DONE,-1.0,0.0,2,0.1829,DONE,-1.0,0.0,2,0.2439,DONE,157,50.5
v5,producer,producer_v2,v5_hold_margin_beta2.0,20081,1,-1.0,251.0,2,0.3718,DONE,1.0,9371.0,1,0.3718,DONE,-1.0,0.0,3,0.2179,DONE,-1.0,0.0,3,0.0385,DONE,499,100.3
producer,producer_v2,v5_hold_margin_beta2.0,v5,20082,2,1.0,4448.0,1,0.25,DONE,1.0,4448.0,1,0.25,DONE,1.0,4448.0,1,0.25,DONE,1.0,4448.0,1,0.25,DONE,499,114.4
v5,producer,producer_v2,v5_hold_margin_beta2.0,20085,1,-1.0,2096.0,2,0.3846,DONE,1.0,2207.0,1,0.2308,DONE,-1.0,0.0,3,0.2308,DONE,-1.0,0.0,3,0.1538,DONE,499,78.8
producer_v2,v5_hold_margin_beta2.0,v5,producer,20087,3,1.0,1799.0,1,0.375,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.125,DONE,250,62.6
v5,producer,producer_v2,v5_hold_margin_beta2.0,20089,1,-1.0,0.0,2,0.1978,DONE,-1.0,0.0,2,0.2418,DONE,-1.0,0.0,2,0.2747,DONE,1.0,2941.0,1,0.2857,DONE,210,44.1
v5_hold_margin_beta2.0,v5,producer,producer_v2,20088,0,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,1.0,1516.0,1,0.2778,DONE,-1.0,0.0,2,0.4722,DONE,275,60.1
v5_hold_margin_beta2.0,v5,producer,producer_v2,20084,0,1.0,15984.0,1,0.2969,DONE,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.2031,DONE,-1.0,379.0,2,0.25,DONE,499,122.0
producer_v2,v5_hold_margin_beta2.0,v5,producer,20091,3,1.0,1165.0,1,0.4848,DONE,-1.0,0.0,2,0.4848,DONE,-1.0,0.0,2,0.0303,DONE,-1.0,0.0,2,0.0,DONE,172,43.1
producer,producer_v2,v5_hold_margin_beta2.0,v5,20094,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.303,DONE,-1.0,0.0,2,0.1919,DONE,1.0,2287.0,1,0.5051,DONE,129,25.5
v5,producer,producer_v2,v5_hold_margin_beta2.0,20097,1,1.0,1158.0,1,0.5217,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2609,DONE,-1.0,0.0,2,0.2174,DONE,120,19.8
producer_v2,v5_hold_margin_beta2.0,v5,producer,20095,3,1.0,1394.0,1,0.6724,DONE,-1.0,0.0,2,0.1724,DONE,-1.0,0.0,2,0.1552,DONE,-1.0,0.0,2,0.0,DONE,102,30.1
producer,producer_v2,v5_hold_margin_beta2.0,v5,20098,2,-1.0,0.0,2,0.2667,DONE,-1.0,0.0,2,0.2333,DONE,-1.0,0.0,2,0.0,DONE,1.0,1006.0,1,0.5,DONE,126,19.8
v5,producer,producer_v2,v5_hold_margin_beta2.0,20093,1,-1.0,0.0,3,0.125,DONE,1.0,2705.0,1,0.25,DONE,-1.0,348.0,2,0.25,DONE,-1.0,0.0,3,0.375,DONE,499,90.0
