agent_0,agent_1,agent_2,agent_3,seed,rot,reward_0,score_0,rank_0,prodshare80_0,status_0,reward_1,score_1,rank_1,prodshare80_1,status_1,reward_2,score_2,rank_2,prodshare80_2,status_2,reward_3,score_3,rank_3,prodshare80_3,status_3,steps,seconds
v5,producer,producer_v2,v5_hold_margin_beta1.0,20085,1,-1.0,0.0,2,0.1923,DONE,-1.0,0.0,2,0.0577,DONE,1.0,3456.0,1,0.6346,DONE,-1.0,0.0,2,0.1154,DONE,154,33.4
producer_v2,v5_hold_margin_beta1.0,v5,producer,20087,3,1.0,1224.0,1,0.3469,DONE,-1.0,0.0,2,0.1633,DONE,-1.0,0.0,2,0.3265,DONE,-1.0,0.0,2,0.1633,DONE,140,31.1
v5_hold_margin_beta1.0,v5,producer,producer_v2,20084,0,1.0,2594.0,1,0.5375,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2625,DONE,-1.0,0.0,2,0.2,DONE,120,37.2
producer_v2,v5_hold_margin_beta1.0,v5,producer,20091,3,1.0,1337.0,1,0.2456,DONE,-1.0,0.0,2,0.1404,DONE,-1.0,0.0,2,0.3333,DONE,-1.0,0.0,2,0.2807,DONE,181,31.9
v5,producer,producer_v2,v5_hold_margin_beta1.0,20089,1,1.0,3417.0,1,0.2553,DONE,-1.0,0.0,2,0.2447,DONE,-1.0,0.0,2,0.2553,DONE,-1.0,0.0,2,0.2447,DONE,243,63.0
v5_hold_margin_beta1.0,v5,producer,producer_v2,20088,0,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1014.0,1,0.25,DONE,-1.0,0.0,2,0.25,DONE,239,67.5
producer_v2,v5_hold_margin_beta1.0,v5,producer,20083,3,-1.0,0.0,3,0.0556,DONE,-1.0,1529.0,2,0.3704,DONE,-1.0,0.0,3,0.2407,DONE,1.0,2039.0,1,0.3333,DONE,499,126.0
producer,producer_v2,v5_hold_margin_beta1.0,v5,20094,2,-1.0,0.0,2,0.04,DONE,-1.0,0.0,2,0.24,DONE,-1.0,0.0,2,0.24,DONE,1.0,1143.0,1,0.48,DONE,151,21.1
v5,producer,producer_v2,v5_hold_margin_beta1.0,20093,1,-1.0,0.0,2,0.1364,DONE,-1.0,0.0,2,0.2121,DONE,-1.0,0.0,2,0.3333,DONE,1.0,2641.0,1,0.3182,DONE,169,31.3
v5_hold_margin_beta1.0,v5,producer,producer_v2,20092,0,1.0,2909.0,1,0.4237,DONE,-1.0,0.0,2,0.2373,DONE,-1.0,0.0,2,0.2034,DONE,-1.0,0.0,2,0.1356,DONE,216,64.5
producer,producer_v2,v5_hold_margin_beta1.0,v5,20090,2,-1.0,0.0,3,0.25,DONE,-1.0,285.0,2,0.25,DONE,1.0,1353.0,1,0.25,DONE,-1.0,0.0,3,0.25,DONE,499,97.2
v5,producer,producer_v2,v5_hold_margin_beta1.0,20097,1,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2157,DONE,-1.0,0.0,2,0.4118,DONE,1.0,2793.0,1,0.3725,DONE,155,33.1
producer_v2,v5_hold_margin_beta1.0,v5,producer,20099,3,1.0,2011.0,1,0.4167,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.2361,DONE,-1.0,0.0,2,0.0972,DONE,135,35.9
producer,producer_v2,v5_hold_margin_beta1.0,v5,20098,2,-1.0,0.0,2,0.2,DONE,-1.0,0.0,2,0.2364,DONE,1.0,1660.0,1,0.4182,DONE,-1.0,0.0,2,0.1455,DONE,121,37.2
producer,producer_v2,v5_hold_margin_beta1.0,v5,20102,2,1.0,2180.0,1,0.619,DONE,-1.0,0.0,2,0.2381,DONE,-1.0,0.0,2,0.0714,DONE,-1.0,0.0,2,0.0714,DONE,137,21.5
v5_hold_margin_beta1.0,v5,producer,producer_v2,20096,0,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,499,93.5
producer_v2,v5_hold_margin_beta1.0,v5,producer,20103,3,1.0,1094.0,1,0.575,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.425,DONE,-1.0,0.0,2,0.0,DONE,124,33.4
v5_hold_margin_beta1.0,v5,producer,producer_v2,20104,0,-1.0,0.0,2,0.2787,DONE,-1.0,0.0,2,0.3115,DONE,-1.0,0.0,2,0.0,DONE,1.0,2342.0,1,0.4098,DONE,182,31.4
v5_hold_margin_beta1.0,v5,producer,producer_v2,20100,0,-1.0,502.0,2,0.2877,DONE,-1.0,0.0,3,0.0685,DONE,1.0,15003.0,1,0.3836,DONE,-1.0,0.0,3,0.2603,DONE,499,97.9
v5,producer,producer_v2,v5_hold_margin_beta1.0,20101,1,-1.0,0.0,3,0.2778,DONE,-1.0,349.0,2,0.25,DONE,-1.0,0.0,3,0.2222,DONE,1.0,6761.0,1,0.25,DONE,499,72.4
producer_v2,v5_hold_margin_beta1.0,v5,producer,20107,3,-1.0,0.0,2,0.1944,DONE,-1.0,0.0,2,0.25,DONE,1.0,2331.0,1,0.4028,DONE,-1.0,0.0,2,0.1528,DONE,143,24.9
v5,producer,producer_v2,v5_hold_margin_beta1.0,20105,1,-1.0,0.0,2,0.2436,DONE,-1.0,0.0,2,0.3974,DONE,1.0,1837.0,1,0.359,DONE,-1.0,0.0,2,0.0,DONE,130,38.4
v5_hold_margin_beta1.0,v5,producer,producer_v2,20108,0,-1.0,0.0,2,0.0938,DONE,-1.0,0.0,2,0.4062,DONE,-1.0,0.0,2,0.0,DONE,1.0,1240.0,1,0.5,DONE,162,22.2
v5,producer,producer_v2,v5_hold_margin_beta1.0,20109,1,-1.0,0.0,2,0.2391,DONE,-1.0,0.0,2,0.0,DONE,1.0,924.0,1,0.7609,DONE,-1.0,0.0,2,0.0,DONE,98,28.2
producer_v2,v5_hold_margin_beta1.0,v5,producer,20095,3,-1.0,0.0,4,0.2,DONE,-1.0,1953.0,3,0.25,DONE,1.0,3444.0,1,0.25,DONE,-1.0,2393.0,2,0.3,DONE,499,156.6
producer_v2,v5_hold_margin_beta1.0,v5,producer,20111,3,1.0,3925.0,1,0.4,DONE,-1.0,0.0,2,0.1143,DONE,-1.0,0.0,2,0.0714,DONE,-1.0,0.0,2,0.4143,DONE,178,52.4
v5,producer,producer_v2,v5_hold_margin_beta1.0,20113,1,-1.0,0.0,2,0.2895,DONE,-1.0,0.0,2,0.25,DONE,1.0,3161.0,1,0.25,DONE,-1.0,0.0,2,0.2105,DONE,181,38.3
v5_hold_margin_beta1.0,v5,producer,producer_v2,20112,0,-1.0,0.0,3,0.1552,DONE,1.0,23681.0,1,0.2586,DONE,-1.0,141.0,2,0.2241,DONE,-1.0,0.0,3,0.3621,DONE,499,64.9
producer,producer_v2,v5_hold_margin_beta1.0,v5,20110,2,1.0,17611.0,1,0.4231,DONE,-1.0,220.0,2,0.3077,DONE,-1.0,0.0,3,0.1154,DONE,-1.0,0.0,3,0.1538,DONE,499,84.8
producer,producer_v2,v5_hold_margin_beta1.0,v5,20106,2,-1.0,222.0,2,0.2439,DONE,-1.0,0.0,3,0.3171,DONE,1.0,13257.0,1,0.2439,DONE,-1.0,0.0,3,0.1951,DONE,499,130.2
producer_v2,v5_hold_margin_beta1.0,v5,producer,20115,3,-1.0,0.0,2,0.0,DONE,1.0,1199.0,1,0.614,DONE,-1.0,0.0,2,0.1404,DONE,-1.0,0.0,2,0.2456,DONE,104,30.1
v5,producer,producer_v2,v5_hold_margin_beta1.0,20117,1,-1.0,0.0,2,0.0833,DONE,-1.0,0.0,2,0.25,DONE,1.0,1388.0,1,0.4167,DONE,-1.0,0.0,2,0.25,DONE,129,22.1
v5_hold_margin_beta1.0,v5,producer,producer_v2,20116,0,-1.0,0.0,2,0.2159,DONE,1.0,2354.0,1,0.1932,DONE,-1.0,0.0,2,0.3295,DONE,-1.0,0.0,2,0.2614,DONE,172,32.5
