agent_0,agent_1,agent_2,agent_3,seed,rot,reward_0,score_0,rank_0,prodshare80_0,status_0,reward_1,score_1,rank_1,prodshare80_1,status_1,reward_2,score_2,rank_2,prodshare80_2,status_2,reward_3,score_3,rank_3,prodshare80_3,status_3,steps,seconds
v5_hold_margin_beta0.5,v5,producer,producer_v2,20116,0,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,972.0,1,0.25,DONE,267,49.0
v5_hold_margin_beta0.5,v5,producer,producer_v2,20120,0,1.0,3181.0,1,0.9016,DONE,-1.0,0.0,2,0.0984,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0,DONE,124,19.0
v5,producer,producer_v2,v5_hold_margin_beta0.5,20121,1,1.0,2531.0,1,0.25,DONE,-1.0,0.0,2,0.1964,DONE,-1.0,0.0,2,0.3036,DONE,-1.0,0.0,2,0.25,DONE,249,42.0
producer_v2,v5_hold_margin_beta0.5,v5,producer,20119,3,-1.0,0.0,2,0.2075,DONE,-1.0,0.0,2,0.1132,DONE,1.0,1731.0,1,0.3019,DONE,-1.0,0.0,2,0.3774,DONE,222,67.3
producer,producer_v2,v5_hold_margin_beta0.5,v5,20118,2,-1.0,0.0,2,0.3182,DONE,1.0,3957.0,1,0.1818,DONE,-1.0,0.0,2,0.2955,DONE,-1.0,0.0,2,0.2045,DONE,261,60.8
producer_v2,v5_hold_margin_beta0.5,v5,producer,20123,3,1.0,1429.0,1,0.4706,DONE,-1.0,0.0,2,0.1029,DONE,-1.0,0.0,2,0.3235,DONE,-1.0,0.0,2,0.1029,DONE,131,39.1
v5,producer,producer_v2,v5_hold_margin_beta0.5,20125,1,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,1.0,883.0,1,0.5455,DONE,-1.0,0.0,2,0.2045,DONE,102,29.4
producer,producer_v2,v5_hold_margin_beta0.5,v5,20122,2,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.25,DONE,1.0,6891.0,1,0.25,DONE,-1.0,79.0,2,0.25,DONE,499,103.5
v5,producer,producer_v2,v5_hold_margin_beta0.5,20129,1,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.1667,DONE,1.0,1353.0,1,0.3333,DONE,-1.0,0.0,2,0.25,DONE,201,51.6
v5_hold_margin_beta0.5,v5,producer,producer_v2,20124,0,1.0,6533.0,1,0.25,DONE,-1.0,0.0,3,0.25,DONE,-1.0,110.0,2,0.25,DONE,-1.0,0.0,3,0.25,DONE,499,108.2
producer,producer_v2,v5_hold_margin_beta0.5,v5,20130,2,-1.0,0.0,2,0.2353,DONE,1.0,2290.0,1,0.2941,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.2206,DONE,166,29.4
producer,producer_v2,v5_hold_margin_beta0.5,v5,20126,2,-1.0,72.0,4,0.25,DONE,-1.0,264.0,2,0.25,DONE,-1.0,148.0,3,0.25,DONE,1.0,3966.0,1,0.25,DONE,499,99.9
producer_v2,v5_hold_margin_beta0.5,v5,producer,20127,3,1.0,5724.0,1,0.25,DONE,-1.0,0.0,3,0.25,DONE,-1.0,855.0,2,0.25,DONE,-1.0,0.0,3,0.25,DONE,499,96.4
v5,producer,producer_v2,v5_hold_margin_beta0.5,20133,1,-1.0,0.0,2,0.125,DONE,-1.0,0.0,2,0.25,DONE,1.0,1294.0,1,0.375,DONE,-1.0,0.0,2,0.25,DONE,206,30.1
v5_hold_margin_beta0.5,v5,producer,producer_v2,20128,0,-1.0,115.0,2,0.3889,DONE,1.0,13786.0,1,0.3519,DONE,-1.0,0.0,3,0.1667,DONE,-1.0,0.0,3,0.0926,DONE,499,128.6
v5_hold_margin_beta0.5,v5,producer,producer_v2,20132,0,-1.0,0.0,2,0.0952,DONE,1.0,1442.0,1,0.381,DONE,-1.0,0.0,2,0.1587,DONE,-1.0,0.0,2,0.3651,DONE,169,56.1
producer_v2,v5_hold_margin_beta0.5,v5,producer,20131,3,-1.0,0.0,3,0.25,DONE,-1.0,741.0,2,0.25,DONE,1.0,8119.0,1,0.5,DONE,-1.0,0.0,3,0.0,DONE,499,78.1
producer,producer_v2,v5_hold_margin_beta0.5,v5,20134,2,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1071.0,1,0.25,DONE,357,90.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20139,3,-1.0,0.0,2,0.3333,DONE,-1.0,0.0,2,0.2222,DONE,1.0,957.0,1,0.3333,DONE,-1.0,0.0,2,0.1111,DONE,232,31.2
v5,producer,producer_v2,v5_hold_margin_beta0.5,20137,1,-1.0,0.0,2,0.2083,DONE,-1.0,0.0,2,0.2083,DONE,1.0,2577.0,1,0.3333,DONE,-1.0,0.0,2,0.25,DONE,202,53.8
producer_v2,v5_hold_margin_beta0.5,v5,producer,20135,3,-1.0,96.0,2,0.0444,DONE,1.0,12890.0,1,0.5556,DONE,-1.0,0.0,4,0.1556,DONE,-1.0,96.0,2,0.2444,DONE,499,93.8
v5_hold_margin_beta0.5,v5,producer,producer_v2,20136,0,1.0,7856.0,1,0.2889,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2222,DONE,-1.0,0.0,2,0.4889,DONE,377,78.9
producer,producer_v2,v5_hold_margin_beta0.5,v5,20138,2,-1.0,0.0,3,0.0,DONE,-1.0,480.0,2,0.25,DONE,-1.0,0.0,3,0.25,DONE,1.0,5836.0,1,0.5,DONE,499,80.3
v5_hold_margin_beta0.5,v5,producer,producer_v2,20140,0,-1.0,0.0,2,0.2644,DONE,1.0,2771.0,1,0.4368,DONE,-1.0,0.0,2,0.2414,DONE,-1.0,0.0,2,0.0575,DONE,144,41.4
producer,producer_v2,v5_hold_margin_beta0.5,v5,20142,2,-1.0,0.0,2,0.0,DONE,1.0,2002.0,1,0.5,DONE,-1.0,0.0,2,0.3478,DONE,-1.0,0.0,2,0.1522,DONE,187,35.6
v5,producer,producer_v2,v5_hold_margin_beta0.5,20141,1,-1.0,0.0,2,0.2178,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.1584,DONE,1.0,4713.0,1,0.6238,DONE,142,34.2
producer_v2,v5_hold_margin_beta0.5,v5,producer,20143,3,-1.0,0.0,2,0.2099,DONE,1.0,1820.0,1,0.4815,DONE,-1.0,0.0,2,0.0494,DONE,-1.0,0.0,2,0.2593,DONE,139,35.3
v5_hold_margin_beta0.5,v5,producer,producer_v2,20148,0,1.0,1711.0,1,0.4868,DONE,-1.0,0.0,2,0.1316,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.3816,DONE,128,24.5
producer,producer_v2,v5_hold_margin_beta0.5,v5,20146,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,1.0,612.0,1,0.75,DONE,104,26.4
v5,producer,producer_v2,v5_hold_margin_beta0.5,20145,1,-1.0,0.0,2,0.2667,DONE,-1.0,0.0,2,0.2,DONE,1.0,1452.0,1,0.4889,DONE,-1.0,0.0,2,0.0444,DONE,133,36.4
producer,producer_v2,v5_hold_margin_beta0.5,v5,20150,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.4706,DONE,1.0,1968.0,1,0.5294,DONE,161,20.9
v5,producer,producer_v2,v5_hold_margin_beta0.5,20149,1,1.0,1814.0,1,0.3171,DONE,-1.0,0.0,2,0.1951,DONE,-1.0,0.0,2,0.3171,DONE,-1.0,0.0,2,0.1707,DONE,196,45.4
producer_v2,v5_hold_margin_beta0.5,v5,producer,20147,3,-1.0,0.0,2,0.2824,DONE,-1.0,0.0,2,0.2118,DONE,1.0,3100.0,1,0.3765,DONE,-1.0,0.0,2,0.1294,DONE,195,62.3
v5_hold_margin_beta0.5,v5,producer,producer_v2,20144,0,-1.0,0.0,3,0.1944,DONE,-1.0,0.0,3,0.25,DONE,1.0,9077.0,1,0.3333,DONE,-1.0,80.0,2,0.2222,DONE,499,79.4
v5,producer,producer_v2,v5_hold_margin_beta0.5,20153,1,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,1.0,2188.0,1,0.6346,DONE,-1.0,0.0,2,0.1154,DONE,140,21.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20151,3,-1.0,0.0,2,0.1887,DONE,-1.0,0.0,2,0.4151,DONE,1.0,2521.0,1,0.3774,DONE,-1.0,0.0,2,0.0189,DONE,185,45.3
producer,producer_v2,v5_hold_margin_beta0.5,v5,20154,2,-1.0,0.0,2,0.3068,DONE,1.0,2204.0,1,0.2841,DONE,-1.0,0.0,2,0.125,DONE,-1.0,0.0,2,0.2841,DONE,151,34.6
v5_hold_margin_beta0.5,v5,producer,producer_v2,20156,0,-1.0,0.0,2,0.25,DONE,1.0,1292.0,1,0.5,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,169,30.0
v5_hold_margin_beta0.5,v5,producer,producer_v2,20152,0,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1692.0,1,0.25,DONE,219,62.6
producer_v2,v5_hold_margin_beta0.5,v5,producer,20155,3,1.0,1572.0,1,0.2609,DONE,-1.0,0.0,2,0.2391,DONE,-1.0,0.0,2,0.2609,DONE,-1.0,0.0,2,0.2391,DONE,168,44.3
producer_v2,v5_hold_margin_beta0.5,v5,producer,20159,3,1.0,992.0,1,0.6923,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.3077,DONE,-1.0,0.0,2,0.0,DONE,94,17.2
producer,producer_v2,v5_hold_margin_beta0.5,v5,20158,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1752.0,1,0.5,DONE,145,31.7
v5,producer,producer_v2,v5_hold_margin_beta0.5,20157,1,1.0,509.0,1,0.25,DONE,1.0,509.0,1,0.25,DONE,1.0,509.0,1,0.25,DONE,1.0,509.0,1,0.25,DONE,499,55.0
