agent_0,agent_1,agent_2,agent_3,seed,rot,reward_0,score_0,rank_0,prodshare80_0,status_0,reward_1,score_1,rank_1,prodshare80_1,status_1,reward_2,score_2,rank_2,prodshare80_2,status_2,reward_3,score_3,rank_3,prodshare80_3,status_3,steps,seconds
v5,producer,producer_v2,v5_hold_margin_beta0.5,20013,1,1.0,1471.0,1,0.4,DONE,-1.0,0.0,2,0.1778,DONE,-1.0,0.0,2,0.4222,DONE,-1.0,0.0,2,0.0,DONE,229,23.7
producer,producer_v2,v5_hold_margin_beta0.5,v5,20010,2,1.0,2090.0,1,0.3729,DONE,-1.0,0.0,2,0.1186,DONE,-1.0,0.0,2,0.1864,DONE,-1.0,0.0,2,0.322,DONE,240,46.6
producer_v2,v5_hold_margin_beta0.5,v5,producer,20015,3,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.1136,DONE,1.0,1299.0,1,0.6364,DONE,-1.0,0.0,2,0.0,DONE,106,21.9
producer_v2,v5_hold_margin_beta0.5,v5,producer,20011,3,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1386.0,1,0.5,DONE,-1.0,0.0,2,0.0,DONE,431,37.5
v5_hold_margin_beta0.5,v5,producer,producer_v2,20016,0,-1.0,0.0,2,0.1818,DONE,-1.0,0.0,2,0.3333,DONE,1.0,750.0,1,0.4848,DONE,-1.0,0.0,2,0.0,DONE,126,13.6
v5,producer,producer_v2,v5_hold_margin_beta0.5,20017,1,1.0,1085.0,1,0.9778,DONE,-1.0,0.0,2,0.0222,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0,DONE,84,15.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20019,3,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2439,DONE,1.0,1109.0,1,0.7561,DONE,-1.0,0.0,2,0.0,DONE,103,12.0
producer,producer_v2,v5_hold_margin_beta0.5,v5,20014,2,1.0,1641.0,1,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.3182,DONE,-1.0,0.0,2,0.1818,DONE,285,55.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20012,0,1.0,6261.0,1,0.2676,DONE,-1.0,0.0,2,0.2394,DONE,-1.0,0.0,2,0.2394,DONE,-1.0,0.0,2,0.2535,DONE,286,63.2
producer,producer_v2,v5_hold_margin_beta0.5,v5,20018,2,-1.0,0.0,2,0.24,DONE,-1.0,0.0,2,0.28,DONE,1.0,2066.0,1,0.24,DONE,-1.0,0.0,2,0.24,DONE,256,39.4
producer_v2,v5_hold_margin_beta0.5,v5,producer,20023,3,-1.0,0.0,2,0.2623,DONE,1.0,1394.0,1,0.4918,DONE,-1.0,0.0,2,0.2459,DONE,-1.0,0.0,2,0.0,DONE,114,14.6
producer,producer_v2,v5_hold_margin_beta0.5,v5,20022,2,-1.0,0.0,2,0.2292,DONE,-1.0,0.0,2,0.125,DONE,1.0,1625.0,1,0.2917,DONE,-1.0,0.0,2,0.3542,DONE,211,35.9
v5_hold_margin_beta0.5,v5,producer,producer_v2,20020,0,1.0,1486.0,1,0.5,DONE,-1.0,768.0,2,0.25,DONE,-1.0,0.0,3,0.0,DONE,-1.0,0.0,3,0.25,DONE,499,45.0
v5,producer,producer_v2,v5_hold_margin_beta0.5,20021,1,1.0,1959.0,1,0.5882,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.1471,DONE,-1.0,0.0,2,0.2647,DONE,113,23.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20024,0,1.0,2463.0,1,0.5882,DONE,-1.0,0.0,2,0.3294,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0824,DONE,121,19.5
v5,producer,producer_v2,v5_hold_margin_beta0.5,20025,1,-1.0,0.0,2,0.24,DONE,-1.0,0.0,2,0.0,DONE,1.0,1889.0,1,0.4,DONE,-1.0,0.0,2,0.36,DONE,176,28.7
producer,producer_v2,v5_hold_margin_beta0.5,v5,20030,2,-1.0,0.0,2,0.1778,DONE,-1.0,0.0,2,0.2667,DONE,1.0,5524.0,1,0.3111,DONE,-1.0,0.0,2,0.2444,DONE,307,39.1
producer,producer_v2,v5_hold_margin_beta0.5,v5,20026,2,-1.0,0.0,3,0.0,DONE,-1.0,0.0,3,0.1132,DONE,1.0,11384.0,1,0.4906,DONE,-1.0,130.0,2,0.3962,DONE,499,59.7
v5,producer,producer_v2,v5_hold_margin_beta0.5,20029,1,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.2639,DONE,-1.0,308.0,2,0.25,DONE,1.0,17222.0,1,0.2361,DONE,499,89.6
v5_hold_margin_beta0.5,v5,producer,producer_v2,20032,0,-1.0,0.0,2,0.4412,DONE,1.0,21016.0,1,0.3235,DONE,-1.0,0.0,2,0.1324,DONE,-1.0,0.0,2,0.1029,DONE,461,62.1
producer,producer_v2,v5_hold_margin_beta0.5,v5,20034,2,-1.0,0.0,2,0.2,DONE,-1.0,0.0,2,0.1778,DONE,1.0,2941.0,1,0.3778,DONE,-1.0,0.0,2,0.2444,DONE,190,28.8
v5_hold_margin_beta0.5,v5,producer,producer_v2,20028,0,-1.0,77.0,2,0.3922,DONE,1.0,12568.0,1,0.3137,DONE,-1.0,0.0,3,0.0588,DONE,-1.0,0.0,3,0.2353,DONE,499,107.9
producer_v2,v5_hold_margin_beta0.5,v5,producer,20035,3,1.0,3062.0,1,0.3797,DONE,-1.0,0.0,2,0.1392,DONE,-1.0,0.0,2,0.3418,DONE,-1.0,0.0,2,0.1392,DONE,159,23.3
producer_v2,v5_hold_margin_beta0.5,v5,producer,20027,3,-1.0,0.0,2,0.2553,DONE,1.0,3268.0,1,0.2553,DONE,-1.0,0.0,2,0.2128,DONE,-1.0,0.0,2,0.2766,DONE,419,117.8
v5,producer,producer_v2,v5_hold_margin_beta0.5,20033,1,1.0,4316.0,1,0.5,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.3929,DONE,-1.0,0.0,2,0.1071,DONE,313,67.4
v5_hold_margin_beta0.5,v5,producer,producer_v2,20036,0,1.0,1487.0,1,0.4912,DONE,-1.0,0.0,2,0.1228,DONE,-1.0,0.0,2,0.0702,DONE,-1.0,0.0,2,0.3158,DONE,152,18.1
producer_v2,v5_hold_margin_beta0.5,v5,producer,20031,3,1.0,5836.0,1,0.25,DONE,-1.0,0.0,3,0.1944,DONE,-1.0,0.0,3,0.25,DONE,-1.0,54.0,2,0.3056,DONE,499,128.0
v5,producer,producer_v2,v5_hold_margin_beta0.5,20037,1,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0,DONE,1.0,2213.0,1,0.7407,DONE,-1.0,0.0,2,0.2593,DONE,126,24.1
v5_hold_margin_beta0.5,v5,producer,producer_v2,20040,0,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1354.0,1,0.25,DONE,178,19.8
producer,producer_v2,v5_hold_margin_beta0.5,v5,20042,2,1.0,1796.0,1,0.4912,DONE,-1.0,0.0,2,0.2632,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2456,DONE,155,17.1
v5_hold_margin_beta0.5,v5,producer,producer_v2,20044,0,1.0,2242.0,1,0.5088,DONE,-1.0,0.0,2,0.2456,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2456,DONE,139,15.7
producer,producer_v2,v5_hold_margin_beta0.5,v5,20038,2,-1.0,0.0,2,0.2529,DONE,-1.0,0.0,2,0.1724,DONE,-1.0,0.0,2,0.069,DONE,1.0,3601.0,1,0.5057,DONE,140,32.2
v5,producer,producer_v2,v5_hold_margin_beta0.5,20045,1,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2308,DONE,1.0,1768.0,1,0.5192,DONE,141,18.9
producer_v2,v5_hold_margin_beta0.5,v5,producer,20043,3,-1.0,0.0,2,0.0,DONE,1.0,1285.0,1,0.5111,DONE,-1.0,0.0,2,0.4,DONE,-1.0,0.0,2,0.0889,DONE,168,36.5
producer,producer_v2,v5_hold_margin_beta0.5,v5,20046,2,-1.0,0.0,2,0.25,DONE,1.0,897.0,1,0.5,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,168,25.8
producer_v2,v5_hold_margin_beta0.5,v5,producer,20039,3,-1.0,0.0,2,0.2763,DONE,-1.0,0.0,2,0.1579,DONE,1.0,13198.0,1,0.2632,DONE,-1.0,0.0,2,0.3026,DONE,354,87.7
v5,producer,producer_v2,v5_hold_margin_beta0.5,20049,1,1.0,2627.0,1,0.4737,DONE,-1.0,0.0,2,0.1754,DONE,-1.0,0.0,2,0.0175,DONE,-1.0,0.0,2,0.3333,DONE,177,30.8
producer,producer_v2,v5_hold_margin_beta0.5,v5,20050,2,1.0,2366.0,1,0.3125,DONE,-1.0,0.0,2,0.125,DONE,-1.0,0.0,2,0.3125,DONE,-1.0,0.0,2,0.25,DONE,191,32.3
producer_v2,v5_hold_margin_beta0.5,v5,producer,20051,3,1.0,1020.0,1,0.3333,DONE,-1.0,0.0,2,0.2222,DONE,-1.0,0.0,2,0.2222,DONE,-1.0,0.0,2,0.2222,DONE,151,40.2
v5,producer,producer_v2,v5_hold_margin_beta0.5,20053,1,-1.0,0.0,2,0.3906,DONE,-1.0,0.0,2,0.0312,DONE,-1.0,0.0,2,0.0781,DONE,1.0,2644.0,1,0.5,DONE,183,28.3
v5,producer,producer_v2,v5_hold_margin_beta0.5,20041,1,1.0,13235.0,1,0.3036,DONE,-1.0,0.0,4,0.1607,DONE,-1.0,80.0,3,0.3393,DONE,-1.0,178.0,2,0.1964,DONE,499,138.8
v5_hold_margin_beta0.5,v5,producer,producer_v2,20048,0,-1.0,0.0,3,0.0,DONE,1.0,19183.0,1,0.7143,DONE,-1.0,0.0,3,0.0,DONE,-1.0,40.0,2,0.2857,DONE,499,109.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20052,0,1.0,1507.0,1,0.25,DONE,1.0,1507.0,1,0.25,DONE,1.0,1507.0,1,0.25,DONE,1.0,1507.0,1,0.25,DONE,499,80.2
producer_v2,v5_hold_margin_beta0.5,v5,producer,20047,3,-1.0,0.0,4,0.25,DONE,-1.0,302.0,2,0.25,DONE,1.0,16565.0,1,0.3667,DONE,-1.0,65.0,3,0.1333,DONE,499,137.6
producer,producer_v2,v5_hold_margin_beta0.5,v5,20058,2,-1.0,0.0,2,0.0303,DONE,-1.0,0.0,2,0.3333,DONE,-1.0,0.0,2,0.2424,DONE,1.0,632.0,1,0.3939,DONE,118,29.1
producer_v2,v5_hold_margin_beta0.5,v5,producer,20059,3,-1.0,0.0,2,0.3099,DONE,-1.0,0.0,2,0.169,DONE,1.0,2317.0,1,0.3521,DONE,-1.0,0.0,2,0.169,DONE,162,30.4
producer,producer_v2,v5_hold_margin_beta0.5,v5,20054,2,-1.0,0.0,2,0.0,DONE,1.0,3821.0,1,0.3563,DONE,-1.0,0.0,2,0.2414,DONE,-1.0,0.0,2,0.4023,DONE,292,89.4
v5_hold_margin_beta0.5,v5,producer,producer_v2,20056,0,-1.0,0.0,2,0.2174,DONE,-1.0,0.0,2,0.3043,DONE,-1.0,0.0,2,0.1522,DONE,1.0,1569.0,1,0.3261,DONE,216,65.8
producer_v2,v5_hold_margin_beta0.5,v5,producer,20055,3,-1.0,63.0,3,0.25,DONE,-1.0,0.0,4,0.025,DONE,-1.0,1035.0,2,0.475,DONE,1.0,4888.0,1,0.25,DONE,499,97.6
v5_hold_margin_beta0.5,v5,producer,producer_v2,20060,0,-1.0,0.0,2,0.2564,DONE,-1.0,0.0,2,0.2949,DONE,-1.0,0.0,2,0.1154,DONE,1.0,2130.0,1,0.3333,DONE,160,39.6
producer,producer_v2,v5_hold_margin_beta0.5,v5,20062,2,-1.0,0.0,2,0.1304,DONE,-1.0,0.0,2,0.3623,DONE,-1.0,0.0,2,0.0,DONE,1.0,1639.0,1,0.5072,DONE,159,24.7
v5,producer,producer_v2,v5_hold_margin_beta0.5,20057,1,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2464,DONE,-1.0,0.0,2,0.4348,DONE,1.0,3919.0,1,0.3188,DONE,207,63.8
v5,producer,producer_v2,v5_hold_margin_beta0.5,20065,1,1.0,4152.0,1,0.5172,DONE,-1.0,0.0,2,0.2759,DONE,-1.0,0.0,2,0.1724,DONE,-1.0,0.0,2,0.0345,DONE,170,29.0
v5,producer,producer_v2,v5_hold_margin_beta0.5,20061,1,1.0,2902.0,1,0.25,DONE,1.0,2902.0,1,0.25,DONE,-1.0,1049.0,3,0.25,DONE,-1.0,1024.0,4,0.25,DONE,499,79.8
producer_v2,v5_hold_margin_beta0.5,v5,producer,20063,3,-1.0,0.0,2,0.4444,DONE,-1.0,0.0,2,0.0556,DONE,1.0,1998.0,1,0.3704,DONE,-1.0,0.0,2,0.1296,DONE,241,62.2
v5_hold_margin_beta0.5,v5,producer,producer_v2,20064,0,-1.0,0.0,2,0.2927,DONE,1.0,5353.0,1,0.3171,DONE,-1.0,0.0,2,0.2439,DONE,-1.0,0.0,2,0.1463,DONE,313,64.5
producer_v2,v5_hold_margin_beta0.5,v5,producer,20067,3,1.0,1213.0,1,0.561,DONE,-1.0,0.0,2,0.2683,DONE,-1.0,0.0,2,0.1707,DONE,-1.0,0.0,2,0.0,DONE,179,47.9
v5,producer,producer_v2,v5_hold_margin_beta0.5,20069,1,-1.0,0.0,2,0.1304,DONE,-1.0,0.0,2,0.4058,DONE,-1.0,0.0,2,0.0,DONE,1.0,1788.0,1,0.4638,DONE,130,22.3
producer,producer_v2,v5_hold_margin_beta0.5,v5,20066,2,-1.0,0.0,2,0.25,DONE,1.0,1065.0,1,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,321,84.1
v5_hold_margin_beta0.5,v5,producer,producer_v2,20072,0,1.0,2100.0,1,0.4853,DONE,-1.0,0.0,2,0.4559,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0588,DONE,161,25.0
producer,producer_v2,v5_hold_margin_beta0.5,v5,20070,2,-1.0,0.0,2,0.1538,DONE,-1.0,0.0,2,0.2,DONE,-1.0,0.0,2,0.3538,DONE,1.0,3160.0,1,0.2923,DONE,181,49.9
v5,producer,producer_v2,v5_hold_margin_beta0.5,20073,1,-1.0,0.0,2,0.3049,DONE,-1.0,0.0,2,0.1098,DONE,-1.0,0.0,2,0.0732,DONE,1.0,11349.0,1,0.5122,DONE,262,38.8
v5,producer,producer_v2,v5_hold_margin_beta0.5,20077,1,-1.0,0.0,2,0.1351,DONE,-1.0,0.0,2,0.0,DONE,1.0,1103.0,1,0.4865,DONE,-1.0,0.0,2,0.3784,DONE,143,18.5
producer_v2,v5_hold_margin_beta0.5,v5,producer,20075,3,-1.0,885.0,3,0.25,DONE,-1.0,0.0,4,0.25,DONE,1.0,1697.0,1,0.25,DONE,-1.0,1226.0,2,0.25,DONE,499,67.8
producer,producer_v2,v5_hold_margin_beta0.5,v5,20078,2,1.0,928.0,1,0.2432,DONE,-1.0,0.0,2,0.2432,DONE,-1.0,0.0,2,0.2973,DONE,-1.0,0.0,2,0.2162,DONE,173,22.0
v5_hold_margin_beta0.5,v5,producer,producer_v2,20076,0,-1.0,0.0,2,0.25,DONE,1.0,3889.0,1,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,264,58.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20068,0,1.0,13456.0,1,0.2442,DONE,-1.0,0.0,3,0.3372,DONE,-1.0,0.0,3,0.0698,DONE,-1.0,890.0,2,0.3488,DONE,499,126.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20071,3,-1.0,166.0,2,0.5172,DONE,1.0,7579.0,1,0.4138,DONE,-1.0,0.0,3,0.0,DONE,-1.0,0.0,3,0.069,DONE,499,105.6
producer_v2,v5_hold_margin_beta0.5,v5,producer,20079,3,-1.0,0.0,2,0.3333,DONE,1.0,1998.0,1,0.2083,DONE,-1.0,0.0,2,0.1528,DONE,-1.0,0.0,2,0.3056,DONE,182,28.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20083,3,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.4245,DONE,1.0,3140.0,1,0.5755,DONE,-1.0,0.0,2,0.0,DONE,124,27.8
v5,producer,producer_v2,v5_hold_margin_beta0.5,20081,1,-1.0,0.0,2,0.1324,DONE,-1.0,0.0,2,0.2059,DONE,1.0,2025.0,1,0.2941,DONE,-1.0,0.0,2,0.3676,DONE,202,47.3
producer,producer_v2,v5_hold_margin_beta0.5,v5,20074,2,1.0,8707.0,1,0.25,DONE,-1.0,859.0,2,0.25,DONE,-1.0,0.0,3,0.3088,DONE,-1.0,0.0,3,0.1912,DONE,499,126.0
v5_hold_margin_beta0.5,v5,producer,producer_v2,20080,0,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,499,83.7
v5,producer,producer_v2,v5_hold_margin_beta0.5,20085,1,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.3214,DONE,1.0,1993.0,1,0.4286,DONE,165,48.0
producer_v2,v5_hold_margin_beta0.5,v5,producer,20087,3,-1.0,0.0,2,0.1633,DONE,-1.0,0.0,2,0.3878,DONE,-1.0,0.0,2,0.1633,DONE,1.0,2577.0,1,0.2857,DONE,194,47.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20088,0,1.0,1380.0,1,0.5,DONE,-1.0,0.0,2,0.3036,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.1964,DONE,132,20.8
v5,producer,producer_v2,v5_hold_margin_beta0.5,20089,1,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0833,DONE,1.0,2512.0,1,0.375,DONE,-1.0,0.0,2,0.5417,DONE,154,34.7
producer,producer_v2,v5_hold_margin_beta0.5,v5,20082,2,-1.0,0.0,3,0.0784,DONE,-1.0,0.0,3,0.0196,DONE,-1.0,422.0,2,0.4314,DONE,1.0,12139.0,1,0.4706,DONE,499,120.3
producer_v2,v5_hold_margin_beta0.5,v5,producer,20091,3,1.0,3324.0,1,0.3061,DONE,-1.0,0.0,2,0.0612,DONE,-1.0,0.0,2,0.3469,DONE,-1.0,0.0,2,0.2857,DONE,176,32.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20084,0,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,499,108.6
producer,producer_v2,v5_hold_margin_beta0.5,v5,20090,2,-1.0,0.0,2,0.1622,DONE,1.0,3314.0,1,0.3108,DONE,-1.0,0.0,2,0.2432,DONE,-1.0,0.0,2,0.2838,DONE,197,43.1
producer,producer_v2,v5_hold_margin_beta0.5,v5,20094,2,-1.0,0.0,2,0.0,DONE,1.0,2182.0,1,0.6849,DONE,-1.0,0.0,2,0.0548,DONE,-1.0,0.0,2,0.2603,DONE,107,17.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20095,3,-1.0,0.0,2,0.0926,DONE,1.0,1057.0,1,0.9074,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0,DONE,85,24.4
v5_hold_margin_beta0.5,v5,producer,producer_v2,20092,0,-1.0,0.0,2,0.03,DONE,-1.0,0.0,2,0.45,DONE,1.0,3124.0,1,0.49,DONE,-1.0,0.0,2,0.03,DONE,164,46.3
v5_hold_margin_beta0.5,v5,producer,producer_v2,20096,0,-1.0,0.0,2,0.2281,DONE,-1.0,0.0,2,0.2281,DONE,-1.0,0.0,2,0.1053,DONE,1.0,1507.0,1,0.4386,DONE,152,37.2
producer_v2,v5_hold_margin_beta0.5,v5,producer,20099,3,-1.0,0.0,2,0.2453,DONE,-1.0,0.0,2,0.0,DONE,1.0,2244.0,1,0.5849,DONE,-1.0,0.0,2,0.1698,DONE,133,21.7
producer,producer_v2,v5_hold_margin_beta0.5,v5,20098,2,-1.0,0.0,2,0.4462,DONE,1.0,2395.0,1,0.2462,DONE,-1.0,0.0,2,0.3077,DONE,-1.0,0.0,2,0.0,DONE,192,30.9
producer,producer_v2,v5_hold_margin_beta0.5,v5,20086,2,-1.0,57.0,3,0.175,DONE,-1.0,0.0,4,0.1125,DONE,-1.0,253.0,2,0.3875,DONE,1.0,15790.0,1,0.325,DONE,499,149.1
producer,producer_v2,v5_hold_margin_beta0.5,v5,20102,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.1311,DONE,1.0,2624.0,1,0.541,DONE,-1.0,0.0,2,0.3279,DONE,142,20.8
v5,producer,producer_v2,v5_hold_margin_beta0.5,20101,1,-1.0,0.0,2,0.2647,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.3529,DONE,1.0,777.0,1,0.3824,DONE,149,38.7
v5,producer,producer_v2,v5_hold_margin_beta0.5,20097,1,-1.0,0.0,2,0.1884,DONE,-1.0,0.0,2,0.3043,DONE,1.0,10864.0,1,0.2609,DONE,-1.0,0.0,2,0.2464,DONE,305,82.7
v5_hold_margin_beta0.5,v5,producer,producer_v2,20104,0,-1.0,0.0,2,0.3077,DONE,1.0,1784.0,1,0.359,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.3333,DONE,132,23.3
producer_v2,v5_hold_margin_beta0.5,v5,producer,20103,3,1.0,3370.0,1,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,314,50.1
v5,producer,producer_v2,v5_hold_margin_beta0.5,20093,1,1.0,14723.0,1,0.25,DONE,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.1912,DONE,-1.0,332.0,2,0.3088,DONE,499,124.0
producer_v2,v5_hold_margin_beta0.5,v5,producer,20107,3,1.0,1774.0,1,0.25,DONE,-1.0,0.0,2,0.1667,DONE,-1.0,0.0,2,0.2708,DONE,-1.0,0.0,2,0.3125,DONE,241,39.9
v5,producer,producer_v2,v5_hold_margin_beta0.5,20109,1,-1.0,0.0,2,0.1647,DONE,-1.0,0.0,2,0.1059,DONE,-1.0,0.0,2,0.2941,DONE,1.0,3478.0,1,0.4353,DONE,146,46.9
v5_hold_margin_beta0.5,v5,producer,producer_v2,20108,0,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.25,DONE,-1.0,366.0,2,0.25,DONE,1.0,1698.0,1,0.25,DONE,499,71.2
producer,producer_v2,v5_hold_margin_beta0.5,v5,20110,2,1.0,2726.0,1,0.3281,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.1719,DONE,-1.0,0.0,2,0.25,DONE,208,35.6
producer,producer_v2,v5_hold_margin_beta0.5,v5,20106,2,-1.0,0.0,2,0.1143,DONE,-1.0,0.0,2,0.1857,DONE,1.0,2043.0,1,0.3714,DONE,-1.0,0.0,2,0.3286,DONE,291,85.4
v5_hold_margin_beta0.5,v5,producer,producer_v2,20100,0,-1.0,0.0,3,0.1875,DONE,1.0,10147.0,1,0.3125,DONE,-1.0,0.0,3,0.2344,DONE,-1.0,680.0,2,0.2656,DONE,499,149.3
v5_hold_margin_beta0.5,v5,producer,producer_v2,20112,0,-1.0,0.0,2,0.2564,DONE,1.0,1794.0,1,0.4487,DONE,-1.0,0.0,2,0.2949,DONE,-1.0,0.0,2,0.0,DONE,150,25.9
v5,producer,producer_v2,v5_hold_margin_beta0.5,20113,1,-1.0,0.0,2,0.1667,DONE,-1.0,0.0,2,0.1667,DONE,-1.0,0.0,2,0.3333,DONE,1.0,1187.0,1,0.3333,DONE,198,32.8
producer_v2,v5_hold_margin_beta0.5,v5,producer,20111,3,1.0,2472.0,1,0.25,DONE,-1.0,0.0,2,0.2361,DONE,-1.0,0.0,2,0.1944,DONE,-1.0,0.0,2,0.3194,DONE,195,58.4
v5,producer,producer_v2,v5_hold_margin_beta0.5,20105,1,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.25,DONE,-1.0,4473.0,2,0.25,DONE,1.0,4689.0,1,0.25,DONE,499,123.4
v5,producer,producer_v2,v5_hold_margin_beta0.5,20117,1,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,1.0,4338.0,1,0.75,DONE,-1.0,0.0,2,0.0,DONE,126,20.7
producer_v2,v5_hold_margin_beta0.5,v5,producer,20115,3,1.0,1564.0,1,0.25,DONE,-1.0,0.0,2,0.5,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0,DONE,204,46.8
producer,producer_v2,v5_hold_margin_beta0.5,v5,20114,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.4,DONE,-1.0,0.0,2,0.0,DONE,1.0,3088.0,1,0.6,DONE,180,50.3
